psi,r,ydot,xdot
-0.7745306025,0.0,0.0,30.0
-0.7746178175,0.0,0.0,30.0
-0.7747050326,0.0,0.0,30.0
-0.7747922476,0.0,0.0,30.0
-0.7748794627,0.0,0.0,30.0
-0.7749666778,0.0,0.0,30.0
-0.7750538928,0.0,0.0,30.0
-0.7751411079,0.0,0.0,30.0
-0.775228323,0.0,0.0,30.0
-0.775315538,0.0,0.0,30.0
-0.7754027531,0.0,0.0,30.0
-0.7754899682,0.0,0.0,30.0
-0.7755771832,0.0,0.0,30.0
-0.7756643983,0.0,0.0,30.0
-0.7757516134,0.0,0.0,30.0
-0.7758388284,0.0,0.0,30.0
-0.7759260435,0.0,0.0,30.0
-0.7760132585,0.0,0.0,30.0
-0.7761004736,0.0,0.0,30.0
-0.7761876887,0.0,0.0,30.0
-0.7762749037,0.0,0.0,30.0
-0.7763621188,0.0,0.0,30.0
-0.7764493339,0.0,0.0,30.0
-0.7765365489,0.0,0.0,30.0
-0.776623764,0.0,0.0,30.0
-0.7767109791,0.0,0.0,30.0
-0.7767981941,0.0,0.0,30.0
-0.7768854092,0.0,0.0,30.0
-0.7769726243,0.0,0.0,30.0
-0.7770598393,0.0,0.0,30.0
-0.7771470544,0.0,0.0,30.0
-0.7772342694,0.0,0.0,30.0
-0.7773214845,0.0,0.0,30.0
-0.7774086996,0.0,0.0,30.0
-0.7774959146,0.0,0.0,30.0
-0.7775831297,0.0,0.0,30.0
-0.7776703448,0.0,0.0,30.0
-0.7777575598,0.0,0.0,30.0
-0.7778447749,0.0,0.0,30.0
-0.77793199,0.0,0.0,30.0
-0.778019205,0.0,0.0,30.0
-0.7781064201,0.0,0.0,30.0
-0.7781936352,0.0,0.0,30.0
-0.7782808502,0.0,0.0,30.0
-0.7783680653,0.0,0.0,30.0
-0.7784552804,0.0,0.0,30.0
-0.7785424954,0.0,0.0,30.0
-0.7786297105,0.0,0.0,30.0
-0.7787169255,0.0,0.0,30.0
-0.7788041406,0.0,0.0,30.0
-0.7788913557,0.0,0.0,30.0
-0.7789785707,0.0,0.0,30.0
-0.7790657858,0.0,0.0,30.0
-0.7791530009,0.0,0.0,30.0
-0.7792402159,0.0,0.0,30.0
-0.779327431,0.0,0.0,30.0
-0.7794146461,0.0,0.0,30.0
-0.7795018611,0.0,0.0,30.0
-0.7795890762,0.0,0.0,30.0
-0.7796762913,0.0,0.0,30.0
-0.7797635063,0.0,0.0,30.0
-0.7798507214,0.0,0.0,30.0
-0.7799379364,0.0,0.0,30.0
-0.7800251515,0.0,0.0,30.0
-0.7801123666,0.0,0.0,30.0
-0.7801995816,0.0,0.0,30.0
-0.7802867967,0.0,0.0,30.0
-0.7803740118,0.0,0.0,30.0
-0.7804612268,0.0,0.0,30.0
-0.7805484419,0.0,0.0,30.0
-0.780635657,0.0,0.0,30.0
-0.780722872,0.0,0.0,30.0
-0.7808100871,0.0,0.0,30.0
-0.7808973022,0.0,0.0,30.0
-0.7809845172,0.0,0.0,30.0
-0.7810717323,0.0,0.0,30.0
-0.7811589473,0.0,0.0,30.0
-0.7812461624,0.0,0.0,30.0
-0.7813333775,0.0,0.0,30.0
-0.7814205925,0.0,0.0,30.0
-0.7815078076,0.0,0.0,30.0
-0.7815950227,0.0,0.0,30.0
-0.7816822377,0.0,0.0,30.0
-0.7817694528,0.0,0.0,30.0
-0.7818566679,0.0,0.0,30.0
-0.7819438829,0.0,0.0,30.0
-0.782031098,0.0,0.0,30.0
-0.7821183131,0.0,0.0,30.0
-0.7822055281,0.0,0.0,30.0
-0.7822927432,0.0,0.0,30.0
-0.7823799582,0.0,0.0,30.0
-0.7824671733,0.0,0.0,30.0
-0.7825543884,0.0,0.0,30.0
-0.7826416034,0.0,0.0,30.0
-0.7827288185,0.0,0.0,30.0
-0.7828160336,0.0,0.0,30.0
-0.7829032486,0.0,0.0,30.0
-0.7829904637,0.0,0.0,30.0
-0.7830776788,0.0,0.0,30.0
-0.7831648938,0.0,0.0,30.0
-0.7832521089,0.0,0.0,30.0
-0.783339324,0.0,0.0,30.0
-0.783426539,0.0,0.0,30.0
-0.7835137541,0.0,0.0,30.0
-0.7836009692,0.0,0.0,30.0
-0.7836881842,0.0,0.0,30.0
-0.7837753993,0.0,0.0,30.0
-0.7838626143,0.0,0.0,30.0
-0.7839498294,0.0,0.0,30.0
-0.7840370445,0.0,0.0,30.0
-0.7841242595,0.0,0.0,30.0
-0.7842114746,0.0,0.0,30.0
-0.7842986897,0.0,0.0,30.0
-0.7843859047,0.0,0.0,30.0
-0.7844731198,0.0,0.0,30.0
-0.7845603349,0.0,0.0,30.0
-0.7846475499,0.0,0.0,30.0
-0.784734765,0.0,0.0,30.0
-0.7848219801,0.0,0.0,30.0
-0.7849091951,0.0,0.0,30.0
-0.7849964102,0.0,0.0,30.0
-0.7850836252,0.0,0.0,30.0
-0.7851708403,0.0,0.0,30.0
-0.7852580554,0.0,0.0,30.0
-0.7853452704,0.0,0.0,30.0
-0.7854324855,0.0,0.0,30.0
-0.7855197006,0.0,0.0,30.0
-0.7856069156,0.0,0.0,30.0
-0.7856941307,0.0,0.0,30.0
-0.7857813458,0.0,0.0,30.0
-0.7858685608,0.0,0.0,30.0
-0.7859557759,0.0,0.0,30.0
-0.786042991,0.0,0.0,30.0
-0.786130206,0.0,0.0,30.0
-0.7862174211,0.0,0.0,30.0
-0.7863046361,0.0,0.0,30.0
-0.7863918512,0.0,0.0,30.0
-0.7864790663,0.0,0.0,30.0
-0.7865662813,0.0,0.0,30.0
-0.7866534964,0.0,0.0,30.0
-0.7867407115,0.0,0.0,30.0
-0.7868279265,0.0,0.0,30.0
-0.7869151416,0.0,0.0,30.0
-0.7870023567,0.0,0.0,30.0
-0.7870895717,0.0,0.0,30.0
-0.7871767868,0.0,0.0,30.0
-0.7872640019,0.0,0.0,30.0
-0.7873512169,0.0,0.0,30.0
-0.787438432,0.0,0.0,30.0
-0.787525647,0.0,0.0,30.0
-0.7876128621,0.0,0.0,30.0
-0.7877000772,0.0,0.0,30.0
-0.7877872922,0.0,0.0,30.0
-0.7878745073,0.0,0.0,30.0
-0.7879617224,0.0,0.0,30.0
-0.7880489374,0.0,0.0,30.0
-0.7881361525,0.0,0.0,30.0
-0.7882233676,0.0,0.0,30.0
-0.7883105826,0.0,0.0,30.0
-0.7883977977,0.0,0.0,30.0
-0.7884850128,0.0,0.0,30.0
-0.7885722278,0.0,0.0,30.0
-0.7886594429,0.0,0.0,30.0
-0.7887466579,0.0,0.0,30.0
-0.788833873,0.0,0.0,30.0
-0.7889210881,0.0,0.0,30.0
-0.7890083031,0.0,0.0,30.0
-0.7890955182,0.0,0.0,30.0
-0.7891827333,0.0,0.0,30.0
-0.7892699483,0.0,0.0,30.0
-0.7893571634,0.0,0.0,30.0
-0.7894443785,0.0,0.0,30.0
-0.7895315935,0.0,0.0,30.0
-0.7896188086,0.0,0.0,30.0
-0.7897060237,0.0,0.0,30.0
-0.7897932387,0.0,0.0,30.0
-0.7898804538,0.0,0.0,30.0
-0.7899676689,0.0,0.0,30.0
-0.7900548839,0.0,0.0,30.0
-0.790142099,0.0,0.0,30.0
-0.790229314,0.0,0.0,30.0
-0.7903165291,0.0,0.0,30.0
-0.7904037442,0.0,0.0,30.0
-0.7904909592,0.0,0.0,30.0
-0.7905781743,0.0,0.0,30.0
-0.7906653894,0.0,0.0,30.0
-0.7907526044,0.0,0.0,30.0
-0.7908398195,0.0,0.0,30.0
-0.7909270346,0.0,0.0,30.0
-0.7910142496,0.0,0.0,30.0
-0.7911014647,0.0,0.0,30.0
-0.7911886798,0.0,0.0,30.0
-0.7912758948,0.0,0.0,30.0
-0.7913631099,0.0,0.0,30.0
-0.7914503249,0.0,0.0,30.0
-0.79153754,0.0,0.0,30.0
-0.7916247551,0.0,0.0,30.0
-0.7917119701,0.0,0.0,30.0
-0.7917991852,0.0,0.0,30.0
-0.7918864003,0.0,0.0,30.0
-0.7919736153,0.0,0.0,30.0
-0.7920608304,0.0,0.0,30.0
-0.7921480455,0.0,0.0,30.0
-0.7922352605,0.0,0.0,30.0
-0.7923224756,0.0,0.0,30.0
-0.7924096907,0.0,0.0,30.0
-0.7924969057,0.0,0.0,30.0
-0.7925841208,0.0,0.0,30.0
-0.7926713358,0.0,0.0,30.0
-0.7927585509,0.0,0.0,30.0
-0.792845766,0.0,0.0,30.0
-0.792932981,0.0,0.0,30.0
-0.7930201961,0.0,0.0,30.0
-0.7931074112,0.0,0.0,30.0
-0.7931946262,0.0,0.0,30.0
-0.7932818413,0.0,0.0,30.0
-0.7933690564,0.0,0.0,30.0
-0.7934562714,0.0,0.0,30.0
-0.7935434865,0.0,0.0,30.0
-0.7936307016,0.0,0.0,30.0
-0.7937179166,0.0,0.0,30.0
-0.7938051317,0.0,0.0,30.0
-0.7938923467,0.0,0.0,30.0
-0.7939795618,0.0,0.0,30.0
-0.7940667769,0.0,0.0,30.0
-0.7941539919,0.0,0.0,30.0
-0.794241207,0.0,0.0,30.0
-0.7943284221,0.0,0.0,30.0
-0.7944156371,0.0,0.0,30.0
-0.7945028522,0.0,0.0,30.0
-0.7945900673,0.0,0.0,30.0
-0.7946772823,0.0,0.0,30.0
-0.7947644974,0.0,0.0,30.0
-0.7948517125,0.0,0.0,30.0
-0.7949389275,0.0,0.0,30.0
-0.7950261426,0.0,0.0,30.0
-0.7951133576,0.0,0.0,30.0
-0.7952005727,0.0,0.0,30.0
-0.7952877878,0.0,0.0,30.0
-0.7953750028,0.0,0.0,30.0
-0.7954622179,0.0,0.0,30.0
-0.795549433,0.0,0.0,30.0
-0.795636648,0.0,0.0,30.0
-0.7957238631,0.0,0.0,30.0
-0.7958110782,0.0,0.0,30.0
-0.7958982932,0.0,0.0,30.0
-0.7959855083,0.0,0.0,30.0
-0.7960727234,0.0,0.0,30.0
-0.7961599384,0.0,0.0,30.0
-0.7962471535,0.0,0.0,30.0
-0.7963343686,0.0,0.0,30.0
-0.7964215836,0.0,0.0,30.0
-0.7965087987,0.0,0.0,30.0
-0.7965960137,0.0,0.0,30.0
-0.7966832288,0.0,0.0,30.0
-0.7967704439,0.0,0.0,30.0
-0.7968576589,0.0,0.0,30.0
-0.796944874,0.0,0.0,30.0
-0.7970320891,0.0,0.0,30.0
-0.7971193041,0.0,0.0,30.0
-0.7972065192,0.0,0.0,30.0
-0.7972937343,0.0,0.0,30.0
-0.7973809493,0.0,0.0,30.0
-0.7974681644,0.0,0.0,30.0
-0.7975553795,0.0,0.0,30.0
-0.7976425945,0.0,0.0,30.0
-0.7977298096,0.0,0.0,30.0
-0.7978170246,0.0,0.0,30.0
-0.7979042397,0.0,0.0,30.0
-0.7979914548,0.0,0.0,30.0
-0.7980786698,0.0,0.0,30.0
-0.7981658849,0.0,0.0,30.0
-0.7982531,0.0,0.0,30.0
-0.798340315,0.0,0.0,30.0
-0.7984275301,0.0,0.0,30.0
-0.7985147452,0.0,0.0,30.0
-0.7986019602,0.0,0.0,30.0
-0.7986891753,0.0,0.0,30.0
-0.7987763904,0.0,0.0,30.0
-0.7988636054,0.0,0.0,30.0
-0.7989508205,0.0,0.0,30.0
-0.7990380355,0.0,0.0,30.0
-0.7991252506,0.0,0.0,30.0
-0.7992124657,0.0,0.0,30.0
-0.7992996807,0.0,0.0,30.0
-0.7993868958,0.0,0.0,30.0
-0.7994741109,0.0,0.0,30.0
-0.7995613259,0.0,0.0,30.0
-0.799648541,0.0,0.0,30.0
-0.7997357561,0.0,0.0,30.0
-0.7998229711,0.0,0.0,30.0
-0.7999101862,0.0,0.0,30.0
-0.7999974013,0.0,0.0,30.0
-0.8000846163,0.0,0.0,30.0
-0.8001718314,0.0,0.0,30.0
-0.8002590464,0.0,0.0,30.0
-0.8003462615,0.0,0.0,30.0
-0.8004334766,0.0,0.0,30.0
-0.8005206916,0.0,0.0,30.0
-0.8006079067,0.0,0.0,30.0
-0.8006951218,0.0,0.0,30.0
-0.8007823368,0.0,0.0,30.0
-0.8008695519,0.0,0.0,30.0
-0.800956767,0.0,0.0,30.0
-0.801043982,0.0,0.0,30.0
-0.8011311971,0.0,0.0,30.0
-0.8012184122,0.0,0.0,30.0
-0.8013056272,0.0,0.0,30.0
-0.8013928423,0.0,0.0,30.0
-0.8014800574,0.0,0.0,30.0
-0.8015672724,0.0,0.0,30.0
-0.8016544875,0.0,0.0,30.0
-0.8017417025,0.0,0.0,30.0
-0.8018289176,0.0,0.0,30.0
-0.8019161327,0.0,0.0,30.0
-0.8020033477,0.0,0.0,30.0
-0.8020905628,0.0,0.0,30.0
-0.8021777779,0.0,0.0,30.0
-0.8022649929,0.0,0.0,30.0
-0.802352208,0.0,0.0,30.0
-0.8024394231,0.0,0.0,30.0
-0.8025266381,0.0,0.0,30.0
-0.8026138532,0.0,0.0,30.0
-0.8027010683,0.0,0.0,30.0
-0.8027882833,0.0,0.0,30.0
-0.8028754984,0.0,0.0,30.0
-0.8029627134,0.0,0.0,30.0
-0.8030499285,0.0,0.0,30.0
-0.8031371436,0.0,0.0,30.0
-0.8032243586,0.0,0.0,30.0
-0.8033115737,0.0,0.0,30.0
-0.8033987888,0.0,0.0,30.0
-0.8034860038,0.0,0.0,30.0
-0.8035732189,0.0,0.0,30.0
-0.803660434,0.0,0.0,30.0
-0.803747649,0.0,0.0,30.0
-0.8038348641,0.0,0.0,30.0
-0.8039220792,0.0,0.0,30.0
-0.8040092942,0.0,0.0,30.0
-0.8040965093,0.0,0.0,30.0
-0.8041837243,0.0,0.0,30.0
-0.8042709394,0.0,0.0,30.0
-0.8043581545,0.0,0.0,30.0
-0.8044453695,0.0,0.0,30.0
-0.8045325846,0.0,0.0,30.0
-0.8046197997,0.0,0.0,30.0
-0.8047070147,0.0,0.0,30.0
-0.8047942298,0.0,0.0,30.0
-0.8048814449,0.0,0.0,30.0
-0.8049686599,0.0,0.0,30.0
-0.805055875,0.0,0.0,30.0
-0.8051430901,0.0,0.0,30.0
-0.8052303051,0.0,0.0,30.0
-0.8053175202,0.0,0.0,30.0
-0.8054047352,0.0,0.0,30.0
-0.8054919503,0.0,0.0,30.0
-0.8055791654,0.0,0.0,30.0
-0.8056663804,0.0,0.0,30.0
-0.8057535955,0.0,0.0,30.0
-0.8058408106,0.0,0.0,30.0
-0.8059280256,0.0,0.0,30.0
-0.8060152407,0.0,0.0,30.0
-0.8061024558,0.0,0.0,30.0
-0.8061896708,0.0,0.0,30.0
-0.8062768859,0.0,0.0,30.0
-0.806364101,0.0,0.0,30.0
-0.806451316,0.0,0.0,30.0
-0.8065385311,0.0,0.0,30.0
-0.8066257461,0.0,0.0,30.0
-0.8067129612,0.0,0.0,30.0
-0.8068001763,0.0,0.0,30.0
-0.8068873913,0.0,0.0,30.0
-0.8069746064,0.0,0.0,30.0
-0.8070618215,0.0,0.0,30.0
-0.8071490365,0.0,0.0,30.0
-0.8072362516,0.0,0.0,30.0
-0.8073234667,0.0,0.0,30.0
-0.8074106817,0.0,0.0,30.0
-0.8074978968,0.0,0.0,30.0
-0.8075851119,0.0,0.0,30.0
-0.8076723269,0.0,0.0,30.0
-0.807759542,0.0,0.0,30.0
-0.8078467571,0.0,0.0,30.0
-0.8079339721,0.0,0.0,30.0
-0.8080211872,0.0,0.0,30.0
-0.8081084022,0.0,0.0,30.0
-0.8081956173,0.0,0.0,30.0
-0.8082828324,0.0,0.0,30.0
-0.8083700474,0.0,0.0,30.0
-0.8084572625,0.0,0.0,30.0
-0.8085444776,0.0,0.0,30.0
-0.8086316926,0.0,0.0,30.0
-0.8087189077,0.0,0.0,30.0
-0.8088061228,0.0,0.0,30.0
-0.8088933378,0.0,0.0,30.0
-0.8089805529,0.0,0.0,30.0
-0.809067768,0.0,0.0,30.0
-0.809154983,0.0,0.0,30.0
-0.8092421981,0.0,0.0,30.0
-0.8093294131,0.0,0.0,30.0
-0.8094166282,0.0,0.0,30.0
-0.8095038433,0.0,0.0,30.0
-0.8095910583,0.0,0.0,30.0
-0.8096782734,0.0,0.0,30.0
-0.8097654885,0.0,0.0,30.0
-0.8098527035,0.0,0.0,30.0
-0.8099399186,0.0,0.0,30.0
-0.8100271337,0.0,0.0,30.0
-0.8101143487,0.0,0.0,30.0
-0.8102015638,0.0,0.0,30.0
-0.8102887789,0.0,0.0,30.0
-0.8103759939,0.0,0.0,30.0
-0.810463209,0.0,0.0,30.0
-0.810550424,0.0,0.0,30.0
-0.8106376391,0.0,0.0,30.0
-0.8107248542,0.0,0.0,30.0
-0.8108120692,0.0,0.0,30.0
-0.8108992843,0.0,0.0,30.0
-0.8109864994,0.0,0.0,30.0
-0.8110737144,0.0,0.0,30.0
-0.8111609295,0.0,0.0,30.0
-0.8112481446,0.0,0.0,30.0
-0.8113353596,0.0,0.0,30.0
-0.8114225747,0.0,0.0,30.0
-0.8115097898,0.0,0.0,30.0
-0.8115970048,0.0,0.0,30.0
-0.8116842199,0.0,0.0,30.0
-0.8117714349,0.0,0.0,30.0
-0.81185865,0.0,0.0,30.0
-0.8119458651,0.0,0.0,30.0
-0.8120330801,0.0,0.0,30.0
-0.8121202952,0.0,0.0,30.0
-0.8122075103,0.0,0.0,30.0
-0.8122947253,0.0,0.0,30.0
-0.8123819404,0.0,0.0,30.0
-0.8124691555,0.0,0.0,30.0
-0.8125563705,0.0,0.0,30.0
-0.8126435856,0.0,0.0,30.0
-0.8127308007,0.0,0.0,30.0
-0.8128180157,0.0,0.0,30.0
-0.8129052308,0.0,0.0,30.0
-0.8129924458,0.0,0.0,30.0
-0.8130796609,0.0,0.0,30.0
-0.813166876,0.0,0.0,30.0
-0.813254091,0.0,0.0,30.0
-0.8133413061,0.0,0.0,30.0
-0.8134285212,0.0,0.0,30.0
-0.8135157362,0.0,0.0,30.0
-0.8136029513,0.0,0.0,30.0
-0.8136901664,0.0,0.0,30.0
-0.8137773814,0.0,0.0,30.0
-0.8138645965,0.0,0.0,30.0
-0.8139518116,0.0,0.0,30.0
-0.8140390266,0.0,0.0,30.0
-0.8141262417,0.0,0.0,30.0
-0.8142134568,0.0,0.0,30.0
-0.8143006718,0.0,0.0,30.0
-0.8143878869,0.0,0.0,30.0
-0.8144751019,0.0,0.0,30.0
-0.814562317,0.0,0.0,30.0
-0.8146495321,0.0,0.0,30.0
-0.8147367471,0.0,0.0,30.0
-0.8148239622,0.0,0.0,30.0
-0.8149111773,0.0,0.0,30.0
-0.8149983923,0.0,0.0,30.0
-0.8150856074,0.0,0.0,30.0
-0.8151728225,0.0,0.0,30.0
-0.8152600375,0.0,0.0,30.0
-0.8153472526,0.0,0.0,30.0
-0.8154344677,0.0,0.0,30.0
-0.8155216827,0.0,0.0,30.0
-0.8156088978,0.0,0.0,30.0
-0.8156961128,0.0,0.0,30.0
-0.8157833279,0.0,0.0,30.0
-0.815870543,0.0,0.0,30.0
-0.815957758,0.0,0.0,30.0
-0.8160449731,0.0,0.0,30.0
-0.8161321882,0.0,0.0,30.0
-0.8162194032,0.0,0.0,30.0
-0.8163066183,0.0,0.0,30.0
-0.8163938334,0.0,0.0,30.0
-0.8164810484,0.0,0.0,30.0
-0.8165682635,0.0,0.0,30.0
-0.8166554786,0.0,0.0,30.0
-0.8167426936,0.0,0.0,30.0
-0.8168299087,0.0,0.0,30.0
-0.8169171237,0.0,0.0,30.0
-0.8170043388,0.0,0.0,30.0
-0.8170915539,0.0,0.0,30.0
-0.8171787689,0.0,0.0,30.0
-0.817265984,0.0,0.0,30.0
-0.8173531991,0.0,0.0,30.0
-0.8174404141,0.0,0.0,30.0
-0.8175276292,0.0,0.0,30.0
-0.8176148443,0.0,0.0,30.0
-0.8177020593,0.0,0.0,30.0
-0.8177892744,0.0,0.0,30.0
-0.8178764895,0.0,0.0,30.0
-0.8179637045,0.0,0.0,30.0
-0.8180509196,0.0,0.0,30.0
-0.8181381346,0.0,0.0,30.0
-0.8182253497,0.0,0.0,30.0
-0.8183125648,0.0,0.0,30.0
-0.8183997798,0.0,0.0,30.0
-0.8184869949,0.0,0.0,30.0
-0.81857421,0.0,0.0,30.0
-0.818661425,0.0,0.0,30.0
-0.8187486401,0.0,0.0,30.0
-0.8188358552,0.0,0.0,30.0
-0.8189230702,0.0,0.0,30.0
-0.8190102853,0.0,0.0,30.0
-0.8190975004,0.0,0.0,30.0
-0.8191847154,0.0,0.0,30.0
-0.8192719305,0.0,0.0,30.0
-0.8193591455,0.0,0.0,30.0
-0.8194463606,0.0,0.0,30.0
-0.8195335757,0.0,0.0,30.0
-0.8196207907,0.0,0.0,30.0
-0.8197080058,0.0,0.0,30.0
-0.8197952209,0.0,0.0,30.0
-0.8198824359,0.0,0.0,30.0
-0.819969651,0.0,0.0,30.0
-0.8200568661,0.0,0.0,30.0
-0.8201440811,0.0,0.0,30.0
-0.8202312962,0.0,0.0,30.0
-0.8203185113,0.0,0.0,30.0
-0.8204057263,0.0,0.0,30.0
-0.8204929414,0.0,0.0,30.0
-0.8205801565,0.0,0.0,30.0
-0.8206673715,0.0,0.0,30.0
-0.8207545866,0.0,0.0,30.0
-0.8208418016,0.0,0.0,30.0
-0.8209290167,0.0,0.0,30.0
-0.8210162318,0.0,0.0,30.0
-0.8211034468,0.0,0.0,30.0
-0.8211906619,0.0,0.0,30.0
-0.821277877,0.0,0.0,30.0
-0.821365092,0.0,0.0,30.0
-0.8214523071,0.0,0.0,30.0
-0.8215395222,0.0,0.0,30.0
-0.8216267372,0.0,0.0,30.0
-0.8217139523,0.0,0.0,30.0
-0.8218011674,0.0,0.0,30.0
-0.8218883824,0.0,0.0,30.0
-0.8219755975,0.0,0.0,30.0
-0.8220628125,0.0,0.0,30.0
-0.8221500276,0.0,0.0,30.0
-0.8222372427,0.0,0.0,30.0
-0.8223244577,0.0,0.0,30.0
-0.8224116728,0.0,0.0,30.0
-0.8224988879,0.0,0.0,30.0
-0.8225861029,0.0,0.0,30.0
-0.822673318,0.0,0.0,30.0
-0.8227605331,0.0,0.0,30.0
-0.8228477481,0.0,0.0,30.0
-0.8229349632,0.0,0.0,30.0
-0.8230221783,0.0,0.0,30.0
-0.8231093933,0.0,0.0,30.0
-0.8231966084,0.0,0.0,30.0
-0.8232838234,0.0,0.0,30.0
-0.8233710385,0.0,0.0,30.0
-0.8234582536,0.0,0.0,30.0
-0.8235454686,0.0,0.0,30.0
-0.8236326837,0.0,0.0,30.0
-0.8237198988,0.0,0.0,30.0
-0.8238071138,0.0,0.0,30.0
-0.8238943289,0.0,0.0,30.0
-0.823981544,0.0,0.0,30.0
-0.824068759,0.0,0.0,30.0
-0.8241559741,0.0,0.0,30.0
-0.8242431892,0.0,0.0,30.0
-0.8243304042,0.0,0.0,30.0
-0.8244176193,0.0,0.0,30.0
-0.8245048343,0.0,0.0,30.0
-0.8245920494,0.0,0.0,30.0
-0.8246792645,0.0,0.0,30.0
-0.8247664795,0.0,0.0,30.0
-0.8248536946,0.0,0.0,30.0
-0.8249409097,0.0,0.0,30.0
-0.8250281247,0.0,0.0,30.0
-0.8251153398,0.0,0.0,30.0
-0.8252025549,0.0,0.0,30.0
-0.8252897699,0.0,0.0,30.0
-0.825376985,0.0,0.0,30.0
-0.8254642001,0.0,0.0,30.0
-0.8255514151,0.0,0.0,30.0
-0.8256386302,0.0,0.0,30.0
-0.8257258453,0.0,0.0,30.0
-0.8258130603,0.0,0.0,30.0
-0.8259002754,0.0,0.0,30.0
-0.8259874904,0.0,0.0,30.0
-0.8260747055,0.0,0.0,30.0
-0.8261619206,0.0,0.0,30.0
-0.8262491356,0.0,0.0,30.0
-0.8263363507,0.0,0.0,30.0
-0.8264235658,0.0,0.0,30.0
-0.8265107808,0.0,0.0,30.0
-0.8265979959,0.0,0.0,30.0
-0.826685211,0.0,0.0,30.0
-0.826772426,0.0,0.0,30.0
-0.8268596411,0.0,0.0,30.0
-0.8269468562,0.0,0.0,30.0
-0.8270340712,0.0,0.0,30.0
-0.8271212863,0.0,0.0,30.0
-0.8272085013,0.0,0.0,30.0
-0.8272957164,0.0,0.0,30.0
-0.8273829315,0.0,0.0,30.0
-0.8274701465,0.0,0.0,30.0
-0.8275573616,0.0,0.0,30.0
-0.8276445767,0.0,0.0,30.0
-0.8277317917,0.0,0.0,30.0
-0.8278190068,0.0,0.0,30.0
-0.8279062219,0.0,0.0,30.0
-0.8279934369,0.0,0.0,30.0
-0.828080652,0.0,0.0,30.0
-0.8281678671,0.0,0.0,30.0
-0.8282550821,0.0,0.0,30.0
-0.8283422972,0.0,0.0,30.0
-0.8284295122,0.0,0.0,30.0
-0.8285167273,0.0,0.0,30.0
-0.8286039424,0.0,0.0,30.0
-0.8286911574,0.0,0.0,30.0
-0.8287783725,0.0,0.0,30.0
-0.8288655876,0.0,0.0,30.0
-0.8289528026,0.0,0.0,30.0
-0.8290400177,0.0,0.0,30.0
-0.8291272328,0.0,0.0,30.0
-0.8292144478,0.0,0.0,30.0
-0.8293016629,0.0,0.0,30.0
-0.829388878,0.0,0.0,30.0
-0.829476093,0.0,0.0,30.0
-0.8295633081,0.0,0.0,30.0
-0.8296505231,0.0,0.0,30.0
-0.8297377382,0.0,0.0,30.0
-0.8298249533,0.0,0.0,30.0
-0.8299121683,0.0,0.0,30.0
-0.8299993834,0.0,0.0,30.0
-0.8300865985,0.0,0.0,30.0
-0.8301738135,0.0,0.0,30.0
-0.8302610286,0.0,0.0,30.0
-0.8303482437,0.0,0.0,30.0
-0.8304354587,0.0,0.0,30.0
-0.8305226738,0.0,0.0,30.0
-0.8306098889,0.0,0.0,30.0
-0.8306971039,0.0,0.0,30.0
-0.830784319,0.0,0.0,30.0
-0.830871534,0.0,0.0,30.0
-0.8309587491,0.0,0.0,30.0
-0.8310459642,0.0,0.0,30.0
-0.8311331792,0.0,0.0,30.0
-0.8312203943,0.0,0.0,30.0
-0.8313076094,0.0,0.0,30.0
-0.8313948244,0.0,0.0,30.0
-0.8314820395,0.0,0.0,30.0
-0.8315692546,0.0,0.0,30.0
-0.8316564696,0.0,0.0,30.0
-0.8317436847,0.0,0.0,30.0
-0.8318308998,0.0,0.0,30.0
-0.8319181148,0.0,0.0,30.0
-0.8320053299,0.0,0.0,30.0
-0.832092545,0.0,0.0,30.0
-0.83217976,0.0,0.0,30.0
-0.8322669751,0.0,0.0,30.0
-0.8323541901,0.0,0.0,30.0
-0.8324414052,0.0,0.0,30.0
-0.8325286203,0.0,0.0,30.0
-0.8326158353,0.0,0.0,30.0
-0.8327030504,0.0,0.0,30.0
-0.8327902655,0.0,0.0,30.0
-0.8328774805,0.0,0.0,30.0
-0.8329646956,0.0,0.0,30.0
-0.8330519107,0.0,0.0,30.0
-0.8331391257,0.0,0.0,30.0
-0.8332263408,0.0,0.0,30.0
-0.8333135559,0.0,0.0,30.0
-0.8334007709,0.0,0.0,30.0
-0.833487986,0.0,0.0,30.0
-0.833575201,0.0,0.0,30.0
-0.8336624161,0.0,0.0,30.0
-0.8337496312,0.0,0.0,30.0
-0.8338368462,0.0,0.0,30.0
-0.8339240613,0.0,0.0,30.0
-0.8340112764,0.0,0.0,30.0
-0.8340984914,0.0,0.0,30.0
-0.8341857065,0.0,0.0,30.0
-0.8342729216,0.0,0.0,30.0
-0.8343601366,0.0,0.0,30.0
-0.8344473517,0.0,0.0,30.0
-0.8345345668,0.0,0.0,30.0
-0.8346217818,0.0,0.0,30.0
-0.8347089969,0.0,0.0,30.0
-0.8347962119,0.0,0.0,30.0
-0.834883427,0.0,0.0,30.0
-0.8349706421,0.0,0.0,30.0
-0.8350578571,0.0,0.0,30.0
-0.8351450722,0.0,0.0,30.0
-0.8352322873,0.0,0.0,30.0
-0.8353195023,0.0,0.0,30.0
-0.8354067174,0.0,0.0,30.0
-0.8354939325,0.0,0.0,30.0
-0.8355811475,0.0,0.0,30.0
-0.8356683626,0.0,0.0,30.0
