psi,r,ydot,xdot
-0.01035529975,0.0,0.0,30.0
-0.01043844695,0.0,0.0,30.0
-0.01052165815,0.0,0.0,30.0
-0.01060493227,0.0,0.0,30.0
-0.0106882683,0.0,0.0,30.0
-0.01077166521,0.0,0.0,30.0
-0.01085512201,0.0,0.0,30.0
-0.01093863772,0.0,0.0,30.0
-0.01102221136,0.0,0.0,30.0
-0.01110584201,0.0,0.0,30.0
-0.01118952872,0.0,0.0,30.0
-0.01127327058,0.0,0.0,30.0
-0.0113570667,0.0,0.0,30.0
-0.0114409162,0.0,0.0,30.0
-0.0115248182,0.0,0.0,30.0
-0.01160877187,0.0,0.0,30.0
-0.01169277635,0.0,0.0,30.0
-0.01177683084,0.0,0.0,30.0
-0.01186093451,0.0,0.0,30.0
-0.01194508659,0.0,0.0,30.0
-0.01202928628,0.0,0.0,30.0
-0.01211353283,0.0,0.0,30.0
-0.01219782547,0.0,0.0,30.0
-0.01228216347,0.0,0.0,30.0
-0.01236654611,0.0,0.0,30.0
-0.01245097265,0.0,0.0,30.0
-0.01253544241,0.0,0.0,30.0
-0.01261995469,0.0,0.0,30.0
-0.01270450882,0.0,0.0,30.0
-0.01278910411,0.0,0.0,30.0
-0.01287373992,0.0,0.0,30.0
-0.0129584156,0.0,0.0,30.0
-0.01304313052,0.0,0.0,30.0
-0.01312788405,0.0,0.0,30.0
-0.01321267558,0.0,0.0,30.0
-0.01329750451,0.0,0.0,30.0
-0.01338237023,0.0,0.0,30.0
-0.01346727218,0.0,0.0,30.0
-0.01355220977,0.0,0.0,30.0
-0.01363718244,0.0,0.0,30.0
-0.01372218964,0.0,0.0,30.0
-0.01380723082,0.0,0.0,30.0
-0.01389230544,0.0,0.0,30.0
-0.01397741299,0.0,0.0,30.0
-0.01406255293,0.0,0.0,30.0
-0.01414772476,0.0,0.0,30.0
-0.01423292798,0.0,0.0,30.0
-0.01431816209,0.0,0.0,30.0
-0.01440342661,0.0,0.0,30.0
-0.01448872106,0.0,0.0,30.0
-0.01457404498,0.0,0.0,30.0
-0.01465939789,0.0,0.0,30.0
-0.01474477935,0.0,0.0,30.0
-0.0148301889,0.0,0.0,30.0
-0.01491562612,0.0,0.0,30.0
-0.01500109056,0.0,0.0,30.0
-0.0150865818,0.0,0.0,30.0
-0.01517209943,0.0,0.0,30.0
-0.01525764302,0.0,0.0,30.0
-0.01534321218,0.0,0.0,30.0
-0.01542880651,0.0,0.0,30.0
-0.01551442562,0.0,0.0,30.0
-0.01560006911,0.0,0.0,30.0
-0.01568573661,0.0,0.0,30.0
-0.01577142775,0.0,0.0,30.0
-0.01585714216,0.0,0.0,30.0
-0.01594287948,0.0,0.0,30.0
-0.01602863935,0.0,0.0,30.0
-0.01611442143,0.0,0.0,30.0
-0.01620022536,0.0,0.0,30.0
-0.01628605081,0.0,0.0,30.0
-0.01637189745,0.0,0.0,30.0
-0.01645776495,0.0,0.0,30.0
-0.01654365298,0.0,0.0,30.0
-0.01662956123,0.0,0.0,30.0
-0.01671548939,0.0,0.0,30.0
-0.01680143714,0.0,0.0,30.0
-0.01688740419,0.0,0.0,30.0
-0.01697339023,0.0,0.0,30.0
-0.01705939498,0.0,0.0,30.0
-0.01714541814,0.0,0.0,30.0
-0.01723145944,0.0,0.0,30.0
-0.01731751859,0.0,0.0,30.0
-0.01740359531,0.0,0.0,30.0
-0.01748968934,0.0,0.0,30.0
-0.01757580041,0.0,0.0,30.0
-0.01766192826,0.0,0.0,30.0
-0.01774807263,0.0,0.0,30.0
-0.01783423326,0.0,0.0,30.0
-0.01792040991,0.0,0.0,30.0
-0.01800660233,0.0,0.0,30.0
-0.01809281028,0.0,0.0,30.0
-0.01817903352,0.0,0.0,30.0
-0.01826527181,0.0,0.0,30.0
-0.01835152492,0.0,0.0,30.0
-0.01843779263,0.0,0.0,30.0
-0.01852407471,0.0,0.0,30.0
-0.01861037095,0.0,0.0,30.0
-0.01869668112,0.0,0.0,30.0
-0.01878300501,0.0,0.0,30.0
-0.01886934242,0.0,0.0,30.0
-0.01895569312,0.0,0.0,30.0
-0.01904205694,0.0,0.0,30.0
-0.01912843365,0.0,0.0,30.0
-0.01921482306,0.0,0.0,30.0
-0.01930122499,0.0,0.0,30.0
-0.01938763923,0.0,0.0,30.0
-0.0194740656,0.0,0.0,30.0
-0.01956050392,0.0,0.0,30.0
-0.019646954,0.0,0.0,30.0
-0.01973341567,0.0,0.0,30.0
-0.01981988874,0.0,0.0,30.0
-0.01990637304,0.0,0.0,30.0
-0.0199928684,0.0,0.0,30.0
-0.02007937465,0.0,0.0,30.0
-0.02016589163,0.0,0.0,30.0
-0.02025241918,0.0,0.0,30.0
-0.02033895712,0.0,0.0,30.0
-0.02042550531,0.0,0.0,30.0
-0.02051206358,0.0,0.0,30.0
-0.02059863179,0.0,0.0,30.0
-0.02068520978,0.0,0.0,30.0
-0.0207717974,0.0,0.0,30.0
-0.02085839451,0.0,0.0,30.0
-0.02094500097,0.0,0.0,30.0
-0.02103161662,0.0,0.0,30.0
-0.02111824133,0.0,0.0,30.0
-0.02120487496,0.0,0.0,30.0
-0.02129151739,0.0,0.0,30.0
-0.02137816846,0.0,0.0,30.0
-0.02146482806,0.0,0.0,30.0
-0.02155149604,0.0,0.0,30.0
-0.0216381723,0.0,0.0,30.0
-0.02172485669,0.0,0.0,30.0
-0.0218115491,0.0,0.0,30.0
-0.0218982494,0.0,0.0,30.0
-0.02198495747,0.0,0.0,30.0
-0.02207167321,0.0,0.0,30.0
-0.02215839648,0.0,0.0,30.0
-0.02224512717,0.0,0.0,30.0
-0.02233186518,0.0,0.0,30.0
-0.02241861039,0.0,0.0,30.0
-0.0225053627,0.0,0.0,30.0
-0.02259212199,0.0,0.0,30.0
-0.02267888815,0.0,0.0,30.0
-0.0227656611,0.0,0.0,30.0
-0.02285244071,0.0,0.0,30.0
-0.0229392269,0.0,0.0,30.0
-0.02302601956,0.0,0.0,30.0
-0.02311281859,0.0,0.0,30.0
-0.02319962389,0.0,0.0,30.0
-0.02328643538,0.0,0.0,30.0
-0.02337325296,0.0,0.0,30.0
-0.02346007653,0.0,0.0,30.0
-0.02354690601,0.0,0.0,30.0
-0.0236337413,0.0,0.0,30.0
-0.02372058233,0.0,0.0,30.0
-0.02380742899,0.0,0.0,30.0
-0.02389428121,0.0,0.0,30.0
-0.0239811389,0.0,0.0,30.0
-0.02406800198,0.0,0.0,30.0
-0.02415487036,0.0,0.0,30.0
-0.02424174397,0.0,0.0,30.0
-0.02432862273,0.0,0.0,30.0
-0.02441550656,0.0,0.0,30.0
-0.02450239539,0.0,0.0,30.0
-0.02458928913,0.0,0.0,30.0
-0.02467618772,0.0,0.0,30.0
-0.02476309107,0.0,0.0,30.0
-0.02484999912,0.0,0.0,30.0
-0.0249369118,0.0,0.0,30.0
-0.02502382904,0.0,0.0,30.0
-0.02511075077,0.0,0.0,30.0
-0.02519767692,0.0,0.0,30.0
-0.02528460742,0.0,0.0,30.0
-0.0253715422,0.0,0.0,30.0
-0.02545848122,0.0,0.0,30.0
-0.02554542439,0.0,0.0,30.0
-0.02563237165,0.0,0.0,30.0
-0.02571932296,0.0,0.0,30.0
-0.02580627823,0.0,0.0,30.0
-0.02589323742,0.0,0.0,30.0
-0.02598020046,0.0,0.0,30.0
-0.0260671673,0.0,0.0,30.0
-0.02615413788,0.0,0.0,30.0
-0.02624111215,0.0,0.0,30.0
-0.02632809004,0.0,0.0,30.0
-0.0264150715,0.0,0.0,30.0
-0.02650205648,0.0,0.0,30.0
-0.02658904492,0.0,0.0,30.0
-0.02667603678,0.0,0.0,30.0
-0.026763032,0.0,0.0,30.0
-0.02685003053,0.0,0.0,30.0
-0.02693703232,0.0,0.0,30.0
-0.02702403732,0.0,0.0,30.0
-0.02711104549,0.0,0.0,30.0
-0.02719805677,0.0,0.0,30.0
-0.02728507112,0.0,0.0,30.0
-0.02737208849,0.0,0.0,30.0
-0.02745910884,0.0,0.0,30.0
-0.02754613212,0.0,0.0,30.0
-0.02763315829,0.0,0.0,30.0
-0.0277201873,0.0,0.0,30.0
-0.02780721911,0.0,0.0,30.0
-0.02789425368,0.0,0.0,30.0
-0.02798129097,0.0,0.0,30.0
-0.02806833094,0.0,0.0,30.0
-0.02815537354,0.0,0.0,30.0
-0.02824241874,0.0,0.0,30.0
-0.02832946649,0.0,0.0,30.0
-0.02841651676,0.0,0.0,30.0
-0.02850356952,0.0,0.0,30.0
-0.02859062471,0.0,0.0,30.0
-0.02867768231,0.0,0.0,30.0
-0.02876474229,0.0,0.0,30.0
-0.02885180459,0.0,0.0,30.0
-0.0289388692,0.0,0.0,30.0
-0.02902593607,0.0,0.0,30.0
-0.02911300517,0.0,0.0,30.0
-0.02920007647,0.0,0.0,30.0
-0.02928714993,0.0,0.0,30.0
-0.02937422552,0.0,0.0,30.0
-0.02946130321,0.0,0.0,30.0
-0.02954838297,0.0,0.0,30.0
-0.02963546476,0.0,0.0,30.0
-0.02972254856,0.0,0.0,30.0
-0.02980963434,0.0,0.0,30.0
-0.02989672206,0.0,0.0,30.0
-0.0299838117,0.0,0.0,30.0
-0.03007090322,0.0,0.0,30.0
-0.0301579966,0.0,0.0,30.0
-0.03024509182,0.0,0.0,30.0
-0.03033218884,0.0,0.0,30.0
-0.03041928763,0.0,0.0,30.0
-0.03050638817,0.0,0.0,30.0
-0.03059349044,0.0,0.0,30.0
-0.0306805944,0.0,0.0,30.0
-0.03076770004,0.0,0.0,30.0
-0.03085480732,0.0,0.0,30.0
-0.03094191622,0.0,0.0,30.0
-0.03102902672,0.0,0.0,30.0
-0.0311161388,0.0,0.0,30.0
-0.03120325242,0.0,0.0,30.0
-0.03129036757,0.0,0.0,30.0
-0.03137748422,0.0,0.0,30.0
-0.03146460235,0.0,0.0,30.0
-0.03155172195,0.0,0.0,30.0
-0.03163884297,0.0,0.0,30.0
-0.03172596541,0.0,0.0,30.0
-0.03181308925,0.0,0.0,30.0
-0.03190021446,0.0,0.0,30.0
-0.03198734102,0.0,0.0,30.0
-0.03207446891,0.0,0.0,30.0
-0.03216159811,0.0,0.0,30.0
-0.0322487286,0.0,0.0,30.0
-0.03233586037,0.0,0.0,30.0
-0.03242299339,0.0,0.0,30.0
-0.03251012764,0.0,0.0,30.0
-0.03259726311,0.0,0.0,30.0
-0.03268439978,0.0,0.0,30.0
-0.03277153762,0.0,0.0,30.0
-0.03285867663,0.0,0.0,30.0
-0.03294581678,0.0,0.0,30.0
-0.03303295806,0.0,0.0,30.0
-0.03312010044,0.0,0.0,30.0
-0.03320724393,0.0,0.0,30.0
-0.03329438848,0.0,0.0,30.0
-0.0333815341,0.0,0.0,30.0
-0.03346868076,0.0,0.0,30.0
-0.03355582845,0.0,0.0,30.0
-0.03364297716,0.0,0.0,30.0
-0.03373012686,0.0,0.0,30.0
-0.03381727755,0.0,0.0,30.0
-0.0339044292,0.0,0.0,30.0
-0.03399158181,0.0,0.0,30.0
-0.03407873536,0.0,0.0,30.0
-0.03416588983,0.0,0.0,30.0
-0.03425304521,0.0,0.0,30.0
-0.03434020149,0.0,0.0,30.0
-0.03442735866,0.0,0.0,30.0
-0.03451451669,0.0,0.0,30.0
-0.03460167559,0.0,0.0,30.0
-0.03468883533,0.0,0.0,30.0
-0.0347759959,0.0,0.0,30.0
-0.03486315729,0.0,0.0,30.0
-0.03495031948,0.0,0.0,30.0
-0.03503748248,0.0,0.0,30.0
-0.03512464625,0.0,0.0,30.0
-0.0352118108,0.0,0.0,30.0
-0.0352989761,0.0,0.0,30.0
-0.03538614216,0.0,0.0,30.0
-0.03547330895,0.0,0.0,30.0
-0.03556047647,0.0,0.0,30.0
-0.0356476447,0.0,0.0,30.0
-0.03573481364,0.0,0.0,30.0
-0.03582198327,0.0,0.0,30.0
-0.03590915358,0.0,0.0,30.0
-0.03599632457,0.0,0.0,30.0
-0.03608349622,0.0,0.0,30.0
-0.03617066852,0.0,0.0,30.0
-0.03625784147,0.0,0.0,30.0
-0.03634501505,0.0,0.0,30.0
-0.03643218925,0.0,0.0,30.0
-0.03651936407,0.0,0.0,30.0
-0.03660653949,0.0,0.0,30.0
-0.03669371551,0.0,0.0,30.0
-0.03678089212,0.0,0.0,30.0
-0.0368680693,0.0,0.0,30.0
-0.03695524705,0.0,0.0,30.0
-0.03704242537,0.0,0.0,30.0
-0.03712960424,0.0,0.0,30.0
-0.03721678365,0.0,0.0,30.0
-0.0373039636,0.0,0.0,30.0
-0.03739114407,0.0,0.0,30.0
-0.03747832507,0.0,0.0,30.0
-0.03756550658,0.0,0.0,30.0
-0.03765268859,0.0,0.0,30.0
-0.0377398711,0.0,0.0,30.0
-0.0378270541,0.0,0.0,30.0
-0.03791423758,0.0,0.0,30.0
-0.03800142154,0.0,0.0,30.0
-0.03808860596,0.0,0.0,30.0
-0.03817579085,0.0,0.0,30.0
-0.03826297619,0.0,0.0,30.0
-0.03835016197,0.0,0.0,30.0
-0.0384373482,0.0,0.0,30.0
-0.03852453486,0.0,0.0,30.0
-0.03861172195,0.0,0.0,30.0
-0.03869890945,0.0,0.0,30.0
-0.03878609737,0.0,0.0,30.0
-0.0388732857,0.0,0.0,30.0
-0.03896047444,0.0,0.0,30.0
-0.03904766356,0.0,0.0,30.0
-0.03913485308,0.0,0.0,30.0
-0.03922204298,0.0,0.0,30.0
-0.03930923327,0.0,0.0,30.0
-0.03939642392,0.0,0.0,30.0
-0.03948361494,0.0,0.0,30.0
-0.03957080632,0.0,0.0,30.0
-0.03965799806,0.0,0.0,30.0
-0.03974519015,0.0,0.0,30.0
-0.03983238258,0.0,0.0,30.0
-0.03991957535,0.0,0.0,30.0
-0.04000676846,0.0,0.0,30.0
-0.0400939619,0.0,0.0,30.0
-0.04018115567,0.0,0.0,30.0
-0.04026834975,0.0,0.0,30.0
-0.04035554415,0.0,0.0,30.0
-0.04044273886,0.0,0.0,30.0
-0.04052993388,0.0,0.0,30.0
-0.0406171292,0.0,0.0,30.0
-0.04070432482,0.0,0.0,30.0
-0.04079152072,0.0,0.0,30.0
-0.04087871692,0.0,0.0,30.0
-0.0409659134,0.0,0.0,30.0
-0.04105311016,0.0,0.0,30.0
-0.04114030719,0.0,0.0,30.0
-0.0412275045,0.0,0.0,30.0
-0.04131470207,0.0,0.0,30.0
-0.04140189991,0.0,0.0,30.0
-0.041489098,0.0,0.0,30.0
-0.04157629635,0.0,0.0,30.0
-0.04166349495,0.0,0.0,30.0
-0.0417506938,0.0,0.0,30.0
-0.04183789289,0.0,0.0,30.0
-0.04192509222,0.0,0.0,30.0
-0.04201229179,0.0,0.0,30.0
-0.04209949159,0.0,0.0,30.0
-0.04218669163,0.0,0.0,30.0
-0.04227389188,0.0,0.0,30.0
-0.04236109236,0.0,0.0,30.0
-0.04244829306,0.0,0.0,30.0
-0.04253549398,0.0,0.0,30.0
-0.04262269511,0.0,0.0,30.0
-0.04270989644,0.0,0.0,30.0
-0.04279709799,0.0,0.0,30.0
-0.04288429974,0.0,0.0,30.0
-0.04297150168,0.0,0.0,30.0
-0.04305870383,0.0,0.0,30.0
-0.04314590617,0.0,0.0,30.0
-0.0432331087,0.0,0.0,30.0
-0.04332031142,0.0,0.0,30.0
-0.04340751432,0.0,0.0,30.0
-0.04349471741,0.0,0.0,30.0
-0.04358192067,0.0,0.0,30.0
-0.04366912412,0.0,0.0,30.0
-0.04375632774,0.0,0.0,30.0
-0.04384353153,0.0,0.0,30.0
-0.04393073549,0.0,0.0,30.0
-0.04401793962,0.0,0.0,30.0
-0.04410514391,0.0,0.0,30.0
-0.04419234836,0.0,0.0,30.0
-0.04427955298,0.0,0.0,30.0
-0.04436675775,0.0,0.0,30.0
-0.04445396268,0.0,0.0,30.0
-0.04454116775,0.0,0.0,30.0
-0.04462837298,0.0,0.0,30.0
-0.04471557836,0.0,0.0,30.0
-0.04480278388,0.0,0.0,30.0
-0.04488998954,0.0,0.0,30.0
-0.04497719535,0.0,0.0,30.0
-0.0450644013,0.0,0.0,30.0
-0.04515160738,0.0,0.0,30.0
-0.0452388136,0.0,0.0,30.0
-0.04532601995,0.0,0.0,30.0
-0.04541322643,0.0,0.0,30.0
-0.04550043304,0.0,0.0,30.0
-0.04558763978,0.0,0.0,30.0
-0.04567484664,0.0,0.0,30.0
-0.04576205363,0.0,0.0,30.0
-0.04584926074,0.0,0.0,30.0
-0.04593646796,0.0,0.0,30.0
-0.04602367531,0.0,0.0,30.0
-0.04611088277,0.0,0.0,30.0
-0.04619809035,0.0,0.0,30.0
-0.04628529804,0.0,0.0,30.0
-0.04637250584,0.0,0.0,30.0
-0.04645971374,0.0,0.0,30.0
-0.04654692176,0.0,0.0,30.0
-0.04663412988,0.0,0.0,30.0
-0.04672133811,0.0,0.0,30.0
-0.04680854644,0.0,0.0,30.0
-0.04689575487,0.0,0.0,30.0
-0.0469829634,0.0,0.0,30.0
-0.04707017203,0.0,0.0,30.0
-0.04715738075,0.0,0.0,30.0
-0.04724458957,0.0,0.0,30.0
-0.04733179849,0.0,0.0,30.0
-0.04741900749,0.0,0.0,30.0
-0.04750621659,0.0,0.0,30.0
-0.04759342578,0.0,0.0,30.0
-0.04768063506,0.0,0.0,30.0
-0.04776784442,0.0,0.0,30.0
-0.04785505387,0.0,0.0,30.0
-0.0479422634,0.0,0.0,30.0
-0.04802947302,0.0,0.0,30.0
-0.04811668272,0.0,0.0,30.0
-0.04820389249,0.0,0.0,30.0
-0.04829110235,0.0,0.0,30.0
-0.04837831229,0.0,0.0,30.0
-0.0484655223,0.0,0.0,30.0
-0.04855273239,0.0,0.0,30.0
-0.04863994256,0.0,0.0,30.0
-0.0487271528,0.0,0.0,30.0
-0.04881436311,0.0,0.0,30.0
-0.04890157349,0.0,0.0,30.0
-0.04898878394,0.0,0.0,30.0
-0.04907599446,0.0,0.0,30.0
-0.04916320505,0.0,0.0,30.0
-0.04925041571,0.0,0.0,30.0
-0.04933762643,0.0,0.0,30.0
-0.04942483722,0.0,0.0,30.0
-0.04951204808,0.0,0.0,30.0
-0.04959925899,0.0,0.0,30.0
-0.04968646997,0.0,0.0,30.0
-0.04977368101,0.0,0.0,30.0
-0.04986089211,0.0,0.0,30.0
-0.04994810327,0.0,0.0,30.0
-0.05003531449,0.0,0.0,30.0
-0.05012252577,0.0,0.0,30.0
-0.0502097371,0.0,0.0,30.0
-0.05029694849,0.0,0.0,30.0
-0.05038415994,0.0,0.0,30.0
-0.05047137144,0.0,0.0,30.0
-0.05055858299,0.0,0.0,30.0
-0.0506457946,0.0,0.0,30.0
-0.05073300626,0.0,0.0,30.0
-0.05082021797,0.0,0.0,30.0
-0.05090742972,0.0,0.0,30.0
-0.05099464153,0.0,0.0,30.0
-0.05108185339,0.0,0.0,30.0
-0.0511690653,0.0,0.0,30.0
-0.05125627725,0.0,0.0,30.0
-0.05134348925,0.0,0.0,30.0
-0.0514307013,0.0,0.0,30.0
-0.05151791339,0.0,0.0,30.0
-0.05160512553,0.0,0.0,30.0
-0.05169233771,0.0,0.0,30.0
-0.05177954993,0.0,0.0,30.0
-0.0518667622,0.0,0.0,30.0
-0.05195397451,0.0,0.0,30.0
-0.05204118686,0.0,0.0,30.0
-0.05212839925,0.0,0.0,30.0
-0.05221561168,0.0,0.0,30.0
-0.05230282415,0.0,0.0,30.0
-0.05239003666,0.0,0.0,30.0
-0.05247724921,0.0,0.0,30.0
-0.0525644618,0.0,0.0,30.0
-0.05265167442,0.0,0.0,30.0
-0.05273888708,0.0,0.0,30.0
-0.05282609978,0.0,0.0,30.0
-0.05291331251,0.0,0.0,30.0
-0.05300052528,0.0,0.0,30.0
-0.05308773808,0.0,0.0,30.0
-0.05317495091,0.0,0.0,30.0
-0.05326216378,0.0,0.0,30.0
-0.05334937669,0.0,0.0,30.0
-0.05343658962,0.0,0.0,30.0
-0.05352380259,0.0,0.0,30.0
-0.05361101559,0.0,0.0,30.0
-0.05369822861,0.0,0.0,30.0
-0.05378544167,0.0,0.0,30.0
-0.05387265476,0.0,0.0,30.0
-0.05395986788,0.0,0.0,30.0
-0.05404708103,0.0,0.0,30.0
-0.05413429421,0.0,0.0,30.0
-0.05422150742,0.0,0.0,30.0
-0.05430872065,0.0,0.0,30.0
-0.05439593391,0.0,0.0,30.0
-0.0544831472,0.0,0.0,30.0
-0.05457036052,0.0,0.0,30.0
-0.05465757386,0.0,0.0,30.0
-0.05474478722,0.0,0.0,30.0
-0.05483200062,0.0,0.0,30.0
-0.05491921404,0.0,0.0,30.0
-0.05500642748,0.0,0.0,30.0
-0.05509364095,0.0,0.0,30.0
-0.05518085444,0.0,0.0,30.0
-0.05526806795,0.0,0.0,30.0
-0.05535528149,0.0,0.0,30.0
-0.05544249505,0.0,0.0,30.0
-0.05552970864,0.0,0.0,30.0
-0.05561692224,0.0,0.0,30.0
-0.05570413587,0.0,0.0,30.0
-0.05579134952,0.0,0.0,30.0
-0.05587856319,0.0,0.0,30.0
-0.05596577688,0.0,0.0,30.0
-0.05605299059,0.0,0.0,30.0
-0.05614020433,0.0,0.0,30.0
-0.05622741808,0.0,0.0,30.0
-0.05631463185,0.0,0.0,30.0
