,Unnamed: 0,fzf,Unnamed: 0.1,fzr,Unnamed: 0.2,steer_angle,Unnamed: 0.3,r,Unnamed: 0.4,psi,Unnamed: 0.5,wheel_angle,Unnamed: 0.6,vx,Unnamed: 0.7,vy,sideslip_f,sideslip_r,fyft,fyrt,fyf,fyr,beta
0,fzf1,5279.81249759943,fzr1,4570.59242994938,ans1,0.01,r1,0.0,psi1,0.0,wheel_angle1,0.0007407407407407,xdot1,25.0,ydot1,0.0,-0.0007407407407407,0.0,6.570433330345597,0.0,6.57043152775766,0.0,0.0
1,fzf2,5279.81249824921,fzr2,4570.59242930007,ans2,0.0099868092383165,r2,6.5315462975936e-05,psi2,3.27223576645024e-07,wheel_angle2,0.0007397636472827,xdot2,25.0,ydot2,8.51988987054504e-05,-0.0007326980254813165,7.588145487651866e-06,6.499093763196339,0.05341077329016522,6.499092018688883,0.053410773288627526,3.4079559482048224e-06
2,fzf3,5279.81249992384,fzr3,4570.59242762649,ans3,0.009973618476633,r3,0.0001298621407647,psi3,1.30374667009574e-06,wheel_angle3,0.0007387865538247,xdot3,25.0,ydot3,0.0001533020398727,-0.00072538219284873,1.4443257976145676e-05,6.434201707961815,0.10166193812548208,6.434200015189932,0.10166193811487834,6.132081594831139e-06
3,fzf4,5279.81250222637,fzr4,4570.59242532516,ans4,0.0099604277149496,r4,0.0001936533332432,psi4,2.92194813492499e-06,wheel_angle4,0.0007378094603665,xdot4,25.0,ydot4,0.0002046542928476,-0.0007187787034268861,2.0579983225560737e-05,6.37562819827472,0.14485658178386276,6.375626551313511,0.1448565817531868,8.186171713721139e-06
4,fzf5,5279.81250477933,fzr5,4570.5924227732,ans5,0.0099472369532661,r5,0.0002567020941259,psi5,5.17433858983264e-06,wheel_angle5,0.0007368323669086,xdot5,25.0,ydot5,0.0002395941220659,-0.0007128732876202076,2.6012695239659955e-05,6.323246661144544,0.18309587874777936,6.323245054444549,0.1830958786858325,9.58376488234258e-06
5,fzf6,5279.81250722397,fzr6,4570.59242032917,ans6,0.0099340461915827,r6,0.0003190212355286,psi6,8.05355797888099e-06,wheel_angle6,0.0007358552734504,xdot6,25.0,ydot6,0.0002584537047188,-0.000707651940745739,3.0755501201819535e-05,6.276932873417923,0.21647912544174996,6.276931301764169,0.21647912533936606,1.0338148188383695e-05
6,fzf7,5279.81250921947,fzr7,4570.59241833377,ans7,0.0099208554298992,r7,0.0003806233324482,psi7,1.15523731780099e-05,wheel_angle7,0.0007348781799925,xdot7,25.0,ydot7,0.0002615590462939,-0.0007031009182087506,3.482224633154912e-05,6.23656491897979,0.24510377441138717,6.236563377454109,0.2451037742627821,1.0462361851374259e-05
7,fzf8,5279.81251044221,fzr8,4570.59241711062,ans8,0.0099076646682158,r8,0.0004415207271591,psi8,1.56636756458852e-05,wheel_angle8,0.0007339010865345,xdot8,25.0,ydot8,0.0002492300940355,-0.0006992067307524934,3.822651866227734e-05,6.202023146612853,0.26906546794872727,6.202021630559204,0.2690654677521391,9.969203761089738e-06
8,fzf9,5279.81251058506,fzr9,4570.59241696694,ans9,0.0098944739065323,r9,0.0005017255335283,psi9,2.03804791183175e-05,wheel_angle9,0.0007329239930765,xdot9,25.0,ydot9,0.0002217808483557,-0.0006959561397899175,4.098165374075792e-05,6.17319012858457,0.2884580711663003,6.173188633577036,0.2884580709240682,8.87123393399528e-06
9,fzf10,5279.81250935668,fzr10,4570.59241819422,ans10,0.0098812831448488,r10,0.0005612496412514,psi10,2.56959173454337e-05,wheel_angle10,0.0007319468996184,xdot10,25.0,ydot10,0.000179519472234,-0.0006933361528107383,4.310073924879378e-05,6.149950619902941,0.30337370452481843,6.1499491417161805,0.3033737042430337,7.180778889236578e-06
