,Unnamed: 0,fzf,Unnamed: 0.1,fzr,Unnamed: 0.2,steer_angle,Unnamed: 0.3,r,Unnamed: 0.4,psi,Unnamed: 0.5,wheel_angle,Unnamed: 0.6,vx,Unnamed: 0.7,vy,sideslip_f,sideslip_r,fyft,fyrt,fyf,fyr,beta
0,fzf1,5246.99399924718,fzr1,4575.67698603213,ans1,-0.0056208162734381,r1,0.0,psi1,0.0,wheel_angle1,-0.0004163567609954,xdot1,14.0,ydot1,0.0,0.0004163567609954,0.0,-3.670163996501278,0.0,-3.6701636783844003,0.0,0.0
1,fzf2,5246.99399945661,fzr2,4575.67698582285,ans2,0.000388327441359,r2,3.64018504857042e-05,psi2,1.99855657447499e-07,wheel_angle2,2.87649956562386e-05,xdot2,14.0,ydot2,4.92702864450705e-05,-2.1605504456996538e-05,7.67951762913894e-06,0.19045143976503773,0.054114047799922745,0.19045143972058656,0.054114047798327056,3.519306174633363e-06
2,fzf3,5246.99399965377,fzr3,4575.67698562582,ans3,-0.0093085577894507,r3,5.22921484145708e-05,psi3,5.97461879875199e-07,wheel_angle3,-0.0006895227992185,xdot3,14.0,ydot3,6.65905912046762e-05,0.000699508484795238,1.0732716252655276e-05,-6.166132261678223,0.07562854183581148,-6.166130753096659,0.0756285418314556,4.756470800298144e-06
3,fzf4,5246.99399926734,fzr4,4575.676986012,ans4,0.0005940038667032,r4,-7.80187795454478e-06,psi4,8.15926545691603e-07,wheel_angle4,4.40002864224298e-05,xdot4,14.0,ydot4,-2.21012521153718e-05,-4.6359135082410475e-05,-2.470304059203931e-06,0.40865345402890135,-0.017407102685513234,0.40865345358976857,-0.01740710268546012,-1.5786608653823886e-06
4,fzf5,5246.99399924542,fzr5,4575.67698603389,ans5,-0.009846036275777,r5,2.1332167641634e-06,psi5,7.67532154951352e-07,wheel_angle5,-0.0007293360204279,xdot5,14.0,ydot5,-7.08259627348226e-06,0.0007290434423704977,-2.6210353220031074e-07,-6.426481433076139,-0.0018469236943806178,-6.4264797252248265,-0.0018469236943805545,-5.058997338201182e-07
5,fzf6,5246.99399964093,fzr6,4575.67698563872,ans6,-0.0086631552496287,r6,-4.64524493306705e-05,psi6,4.92689777827798e-07,wheel_angle6,-0.0006417152036762,xdot6,14.0,ydot6,-7.25803469363966e-05,0.0006318856483097252,-1.04931617720497e-05,-5.570040344635784,-0.07394051099350579,-5.570039232634435,-0.07394051098943513,-5.184310495410454e-06
6,fzf7,5246.99400055437,fzr7,4575.67698472594,ans7,0.0037354542472099,r7,-8.98542417499483e-05,psi7,-2.33379960782472e-07,wheel_angle7,0.0002767003146081,xdot7,14.0,ydot7,-0.0001245827219323,-0.00029458450426168517,-1.916782159220031e-05,2.59674765254914,-0.1350668705644164,2.596747539876221,-0.13506687053960426,-8.89876585207225e-06
7,fzf8,5246.99399990482,fzr8,4575.67698537493,ans8,0.0086087298945564,r8,-6.79892442337558e-05,psi8,-1.0085395357465e-06,wheel_angle8,0.000637683695893,xdot8,14.0,ydot8,-8.28429425011477e-05,-0.000650399973217829,-1.3687552209259366e-05,5.733243191780503,-0.09644991915023983,5.73324197914192,-0.09644991914120493,-5.917353035727199e-06
8,fzf9,5246.99399925152,fzr9,4575.67698602779,ans9,0.0005385755517233,r9,-1.53758656578666e-05,psi9,-1.41138178306123e-06,wheel_angle9,3.98944853128302e-05,xdot9,14.0,ydot9,-2.41770881824936e-06,-4.160476536530783e-05,-1.9299352760186423e-06,0.3667439230762233,-0.013599371057582604,0.3667439227588144,-0.013599371057557279,-1.726934870178097e-07
9,fzf10,5246.99399933149,fzr10,4575.67698594785,ans10,0.003078379245977,r10,-3.12615888104291e-05,psi10,-1.58040323097267e-06,wheel_angle10,0.0002280280922946,xdot10,14.0,ydot10,-2.31045203328906e-05,-0.000232804574049444,-5.223075878517709e-06,2.0521606611313183,-0.036804626463516954,2.052160605519848,-0.036804626463014925,-1.650322880919259e-06
10,fzf11,5246.99399927089,fzr11,4575.67698600843,ans11,0.0040238118888921,r11,-2.32210840322325e-05,psi11,-1.81532200382918e-06,wheel_angle11,0.0002980601399179,xdot11,14.0,ydot11,-8.74723272016085e-06,-0.00030100705065660565,-3.2786405099640448e-06,2.653362076736177,-0.023103079887329625,2.653361956531918,-0.023103079887205454,-6.248023371542651e-07
11,fzf12,5246.9939992886,fzr12,4575.6769859908,ans12,0.0052439607937093,r12,9.204937852306e-06,psi12,-1.90831960064549e-06,wheel_angle12,0.0003884415402747,xdot12,14.0,ydot12,3.8464584869788e-05,-0.0003847735761448515,3.7994632416649486e-06,3.3917598037963095,0.026773079431566628,3.3917595527200977,0.02677307943137338,2.747470347835087e-06
