,Unnamed: 0,fzf,Unnamed: 0.1,fzr,Unnamed: 0.2,steer_angle,Unnamed: 0.3,r,Unnamed: 0.4,psi,Unnamed: 0.5,wheel_angle,Unnamed: 0.6,vx,Unnamed: 0.7,vy,sideslip_f,sideslip_r,fyft,fyrt,fyf,fyr,beta
10,fzf11,5246.99713464689,fzr11,4575.67385194562,ans11,-0.1,r11,-0.0059599347555385,psi11,-0.0003071419173694,wheel_angle11,-0.0074074074074074,xdot11,14.0,ydot11,-0.0045070182965645,0.006489534579076885,-0.0010029993507880942,-57.20495649390199,-7.067672770496054,-57.20375193167146,-7.067669215429746,-0.00032192986720455604
11,fzf12,5246.99740323549,fzr12,4575.67358334596,ans12,-0.1,r12,-0.0064982057456602,psi12,-0.0003694406936528,wheel_angle12,-0.0074074074074074,xdot12,14.0,ydot12,-0.0044879827423868,0.0064370763304092025,-0.0010631437667070142,-56.74254228734402,-7.491482226875115,-56.74136670078302,-7.491477993159218,-0.0003205701849036133
12,fzf13,5246.99760343305,fzr13,4575.67338309477,ans13,-0.1,r13,-0.0070268951074583,psi13,-0.0004370740941037,wheel_angle13,-0.0074074074074074,xdot13,14.0,ydot13,-0.0043945950244249,0.006390886882764276,-0.0011168823380203613,-56.33538650489546,-7.870152730637772,-56.33423604345857,-7.870147821921094,-0.00031389963429195595
13,fzf14,5246.99772412164,fzr14,4575.67326231406,ans14,-0.1,r14,-0.0075462133596475,psi14,-0.0005099473593374,wheel_angle14,-0.0074074074074074,xdot14,14.0,ydot14,-0.0042293750121352,0.006350764939007962,-0.0011644194395889482,-55.98171462476256,-8.205124459602642,-55.98058569527307,-8.205118897051426,-0.00030209820596235155
14,fzf15,5246.99775519252,fzr15,4575.67323111845,ans15,-0.1,r15,-0.0080563659199649,psi15,-0.0005879678095436,wheel_angle15,-0.0074074074074074,xdot15,14.0,ydot15,-0.0039947730136031,0.006316514710393783,-0.001205953865416743,-55.67980069020888,-8.497798262724867,-55.678689927588955,-8.497792083446553,-0.0002853409217989788
15,fzf16,5246.99768748373,fzr16,4575.67329867734,ans16,-0.1,r16,-0.0085575532333238,psi16,-0.0006710447941195,wheel_angle16,-0.0074074074074074,xdot16,14.0,ydot16,-0.0036931715974345,0.006287945778163691,-0.0012416789671573802,-55.42796608784059,-8.749536635148976,-55.42687032872528,-8.749529890277916,-0.0002637979651261435
16,fzf17,5246.99751272118,fzr17,4575.67347327366,ans17,-0.1,r17,-0.0090499708966986,psi17,-0.0007590896425693,wheel_angle17,-0.0074074074074074,xdot17,14.0,ydot17,-0.0033268873676678,0.0062648729569582395,-0.0012717827910546642,-55.22457834209242,-8.961664682423937,-55.22349460102847,-8.961657434985684,-0.00023763480750316822
17,fzf18,5246.9972234629,fzr18,4575.67376235941,ans18,-0.1,r18,-0.0095338097808233,psi18,-0.0008520156166353,wheel_angle18,-0.0074074074074074,xdot18,14.0,ydot18,-0.0028981726929143,0.006247116160260576,-0.001296448213060595,-55.06804992786293,-9.135471072049024,-55.0669753758249,-9.13546339470084,-0.00020701233225105476
18,fzf19,5246.99681304651,fzr19,4575.67417260804,ans19,-0.1,r19,-0.0100092561487894,psi19,-0.0009497378636316,wheel_angle19,-0.0074074074074074,xdot19,14.0,ydot19,-0.0024092173909027,0.006234500268060847,-0.0013158530719155155,-54.956837102920844,-9.272208970810592,-54.95576904790576,-9.272200943539131,-0.00017208695479432689
19,fzf20,5246.99627553947,fzr20,4575.67470996401,ans20,-0.1,r20,-0.010476491771622,psi20,-0.0010521733709478,wheel_angle20,-0.0074074074074074,xdot20,14.0,ydot20,-0.0018621503695744,0.006226854996894763,-0.0013301703000106466,-54.88943876141234,-9.373096966624091,-54.88837463089945,-9.373088674466569,-0.0001330107398994834
