,Unnamed: 0,fzf,Unnamed: 0.6,fzr,Unnamed: 0.7,steer_angle,Unnamed: 0.1,vx,Unnamed: 0.2,vy,Unnamed: 0.3,r,Unnamed: 0.4,psi,Unnamed: 0.5,wheel_angle,sideslip_f,sideslip_r,fyft,fyrt,fyf,fyr,beta
630,fzf631,5243.77485505914,fzr631,4617.69495417579,ans631,0.0405028864246977,xdot631,28.0,ydot631,-3.48656428815227,r631,0.120784691850562,psi631,0.376033104110796,wheel_angle631,0.0030002138092368,-0.04864391438839377,-0.04557135551748338,428.5305950041346,-324.06931237917246,428.02369390757406,-323.7328653914649,-0.12388250208497809
631,fzf632,5243.68940544417,fzr632,4617.78279939376,ans632,0.0402166480315063,xdot632,28.0,ydot632,-3.49187438287782,r632,0.120817724360453,psi632,0.377241117203699,wheel_angle632,0.0029790109652967,-0.04863834773797706,-0.04558718250447424,428.4745730696587,-324.18802915265735,427.96785421196574,-323.8512251312403,-0.12406924836182825
632,fzf633,5243.6048292185,fzr633,4617.86976103721,ans633,0.0399297190094237,xdot633,28.0,ydot633,-3.49715388949841,r633,0.120849543392953,psi633,0.378449454553077,wheel_angle633,0.002957756963661,-0.04863259912609756,-0.04560287749059079,428.41702114688826,-324.3057494293288,427.91049008313047,-323.96859110934736,-0.1242549102883546
633,fzf634,5243.52112945608,fzr634,4617.95583593021,ans634,0.0396421042857993,xdot634,28.0,ydot634,-3.5024027211695,r634,0.120880150448423,psi634,0.37965810403163,wheel_angle634,0.0029364521693184,-0.04862666958470459,-0.04561844114973725,428.3579486297627,-324.4224776615407,427.8516108782693,-324.08496776972765,-0.124439484948095
634,fzf635,5243.43830917436,fzr635,4618.04102095394,ans635,0.0393538087997578,xdot635,28.0,ydot635,-3.50762079208629,r635,0.120909547061694,psi635,0.380867053527234,wheel_angle635,0.0029150969481302,-0.04862056014125776,-0.045633874150414755,428.297364865754,-324.538218268364,427.7912259081761,-324.2003595230655,-0.12462296946126637
635,fzf636,5243.35637133422,fzr636,4618.12531304676,ans636,0.0390648375021143,xdot636,28.0,ydot636,-3.51280801748487,r636,0.120937734801763,psi636,0.382076290943283,wheel_angle636,0.0028936916668232,-0.048614271818757354,-0.045649177155758815,428.23527915614045,-324.6529756358592,427.72934443751217,-324.3147707470611,-0.12480536098478409
636,fzf637,5243.27531883986,fzr637,4618.20870920433,ans637,0.0387751953552894,xdot637,28.0,ydot637,-3.5179643136433,r637,0.1209647152715,psi637,0.383285804199031,wheel_angle637,0.0028722366929843,-0.04860780563577595,-0.04566435082357656,428.1717007562889,-324.7667541173489,427.6659756850894,-324.428205786703,-0.12498665671227902
637,fzf638,5243.19515453881,fzr638,4618.29120647961,ans638,0.0384848873332244,xdot638,28.0,ydot638,-3.52308959788265,r638,0.120990490107345,psi638,0.38449558122993,wheel_angle638,0.0028507323950536,-0.04860116260648841,-0.045679395806383846,428.106638875932,-324.8795580336831,427.60112882414944,-324.5406689545339,-0.12516685387411336
638,fzf639,5243.11588122178,fzr639,4618.37280198297,ans639,0.0381939184212949,xdot639,28.0,ydot639,-3.52818378856787,r639,0.121015060978997,psi639,0.38570560998796,wheel_angle639,0.0028291791423181,-0.048594343740702046,-0.04569431275144178,428.04010267943414,-324.9913916735059,427.53481298263034,-324.6521645309173,-0.1253459497373901
639,fzf640,5243.03750162273,fzr640,4618.45349288222,ans640,0.0379022936162262,xdot640,28.0,ydot640,-3.53324680510868,r640,0.12103842958912,psi640,0.386915878441968,wheel_angle640,0.0028075773049056,-0.048587350043886895,-0.045709102300793274,427.97210128607725,-325.10225929351856,427.46703724345366,-324.76269676430127,-0.12552394160596395
640,fzf641,5242.96001841871,fzr641,4618.53327640269,ans641,0.0376100179260069,xdot641,28.0,ydot641,-3.53827856796025,r641,0.121060597673026,psi641,0.388126374577985,wheel_angle641,0.0027859272537783,-0.04858018251720504,-0.04572376509129894,427.90264377031855,-325.2121651187391,427.3978106447834,-324.87226987147795,-0.12570082682044434
641,fzf642,5242.88343422991,fzr642,4618.61214982721,ans642,0.0373170963698031,xdot642,28.0,ydot642,-3.54327899862389,r642,0.121081566998372,psi642,0.389337086399563,wheel_angle642,0.0027642293607261,-0.048572842157539736,-0.04573830175467301,427.83173916206516,-325.3211133427577,427.32714218030185,-324.98088803783946,-0.12587660275819906
642,fzf643,5242.80775161962,fzr643,4618.6901104962,ans643,0.0370235339778721,xdot643,28.0,ydot643,-3.54824801964763,r643,0.121101339364847,psi643,0.390548001928086,wheel_angle643,0.0027424839983608,-0.04856532995752484,-0.045752712917518853,427.7593964469433,-325.4291081279947,427.25504079947996,-325.0885554176356,-0.1260512668333542
643,fzf644,5242.73297309418,fzr644,4618.76715580768,ans644,0.0367293357914761,xdot644,28.0,ydot644,-3.55318555462668,r644,0.121119916603862,psi644,0.391759109203098,wheel_angle644,0.0027206915401092,-0.04855764690557304,-0.04576699920136413,427.6856245665568,-325.5361536059509,427.1815154078366,-325.19527613422497,-0.12622481649678982
644,fzf645,5242.65910110301,fzr645,4618.84328321726,ans645,0.0364345068627958,xdot645,28.0,ydot645,-3.55809152820383,r645,0.121137300578235,psi645,0.392970396282611,wheel_angle645,0.0026988523602071,-0.04854979398590454,-0.045781161222695724,427.610432418756,-325.64225387745535,427.10657486720925,-325.30105428032283,-0.1263972492361337
645,fzf646,5242.58613803857,fzr646,4618.91849023818,ans646,0.0361390522548432,xdot646,28.0,ydot646,-3.56296586606978,r646,0.121153493181878,psi646,0.394181851243423,wheel_angle646,0.0026769668336921,-0.048541772178574374,-0.045795199592994405,427.53382885789017,-325.74741301291397,427.03022799600683,-325.4058939182497,-0.1265685625757527
646,fzf647,5242.51408623638,fzr647,4618.99277444131,ans647,0.0358429770413752,xdot647,28.0,ydot647,-3.56780849496336,r647,0.12116849633948,psi647,0.395393462181425,wheel_angle647,0.0026550353363981,-0.048533582459501116,-0.04580911491876919,427.4558226950751,-325.8516350525536,426.95248356947866,-325.5097990801758,-0.12673875407674004
647,fzf648,5242.44294797504,fzr648,4619.06613345515,ans648,0.0355462863068057,xdot648,28.0,ydot648,-3.57261934267165,r648,0.121182312006191,psi648,0.396605217211907,wheel_angle648,0.0026330582449485,-0.048525225800493864,-0.04582290780159131,427.37642269844844,-325.954924006663,426.8733503199711,-325.6127737683623,-0.12690782133689965
648,fzf649,5242.37272547623,fzr649,4619.13856496578,ans649,0.0352489851461193,xdot649,28.0,ydot649,-3.57739833803007,r649,0.121194942167302,psi649,0.39781710446986,wheel_angle649,0.0026110359367496,-0.04851670316927935,-0.045836578838128084,427.29563759342244,-326.0572838558293,426.7928369371807,-325.7148219553977,-0.12707576199072934
649,fzf650,5242.30342090474,fzr650,4619.2100667169,ans650,0.034951078664783,xdot650,28.0,ydot650,-3.58214541092234,r650,0.121206388837929,psi650,0.399029112110281,wheel_angle650,0.0025889687899838,-0.04850801552952842,-0.04585012862017639,427.2134760629351,-326.1587185511785,426.71095206840704,-325.8159475844389,-0.1272425737093994
650,fzf651,5242.23503636848,fzr651,4619.28063650977,ans651,0.0346525719786587,xdot651,28.0,ydot651,-3.58686049228038,r651,0.121216654062687,psi651,0.400241228308463,wheel_angle651,0.0025668571836043,-0.048499163840883826,-0.04586355773469591,427.12994674771085,-326.2592320146062,426.62770431881404,-325.9161545694419,-0.1274082542007293
651,fzf652,5242.16757391856,fzr652,4619.35027220321,ans652,0.0343534702139158,xdot652,28.0,ydot652,-3.59154351408408,r652,0.121225739915376,psi652,0.401453441260291,wheel_angle652,0.0025447014973271,-0.048490149058984806,-0.045876866763841874,427.04505824649937,-326.35882813901037,426.5431022516697,-326.01544679539467,-0.12757280120915987
652,fzf653,5242.10103554929,fzr653,4619.41897171351,ans653,0.0340537785069424,xdot653,28.0,ydot653,-3.59619440936108,r653,0.121233648498651,psi653,0.402665739182536,wheel_angle653,0.0025225021116253,-0.04848097213549408,-0.045890056284997996,426.95881911632836,-326.45751078851754,426.45715438860043,-326.1138281185437,-0.12773621251572603
653,fzf654,5242.03542319827,fzr654,4619.48673301443,ans654,0.0337535020042578,xdot654,28.0,ydot654,-3.60081311218634,r654,0.121240381943705,psi654,0.403878110313134,wheel_angle654,0.0025002594077228,-0.048471634018123495,-0.04590312687080855,426.87123787275345,-326.5552837987105,426.369869209841,-326.2113023666218,-0.12789848593802233
654,fzf655,5241.9707387464,fzr655,4619.55355413716,ans655,0.0334526458624237,xdot655,28.0,ydot655,-3.60539955768177,r655,0.12124594240994,psi655,0.405090542911477,wheel_angle655,0.0024779737675869,-0.048462135650658794,-0.045916079089210686,426.78232299009227,-326.6521509768535,426.28125515447033,-326.30787333907335,-0.12805961933017038
655,fzf656,5241.90698401799,fzr656,4619.6194331702,ans656,0.0331512152479559,xdot656,28.0,ydot656,-3.60995368201565,r656,0.121250332084648,psi656,0.406303025258691,wheel_angle656,0.0024556455739225,-0.048452477972985214,-0.045928913503466076,426.692082901676,-326.7481161021079,426.19132062066376,-326.40354480727035,-0.12821961058277934
656,fzf657,5241.84416078079,fzr657,4619.68436825937,ans657,0.0328492153372352,xdot657,28.0,ydot657,-3.61447542240205,r657,0.121253553182679,psi657,0.407515545657912,wheel_angle657,0.0024332752101655,-0.04844266192111239,-0.04594163067219255,426.6005260000863,-326.8431829257566,426.1000739659307,-326.49832051473686,-0.12837845762290645
657,fzf658,5241.78227074608,fzr658,4619.74835760769,ans658,0.0325466513164189,xdot658,28.0,ydot658,-3.61896471710016,r658,0.12125560794612,psi658,0.40872809243456,wheel_angle658,0.0024108630604754,-0.048432688427198015,-0.04595423114939538,426.50766063738905,-326.9373551714169,426.00752350734945,-326.59220417736185,-0.12853615841401445
658,fzf659,5241.72131556879,fzr659,4619.81139947531,ans659,0.0322435283813518,xdot659,28.0,ydot659,-3.62342150541345,r659,0.121256498643967,psi659,0.409940653936613,wheel_angle659,0.0023884095097297,-0.04842255841957288,-0.04596671548449808,426.41349512538017,-327.03063653525265,425.9136775218139,-326.6851994836118,-0.12869271095592322
659,fzf660,5241.6612968475,fzr660,4619.87349217946,ans660,0.0319398517374765,xdot660,28.0,ydot660,-3.62784572768893,r660,0.121256227571797,psi660,0.41115321853487,wheel_angle660,0.0023659149435167,-0.04841227282276451,-0.04597908422237339,426.31803773581146,-327.1230306861897,425.81854424626016,-326.77731009474627,-0.12884811328476514
660,fzf661,5241.60221612464,fzr661,4619.93463409431,ans661,0.0316356265997443,xdot661,28.0,ydot661,-3.63223732531611,r661,0.121254797051441,psi661,0.412365774623218,wheel_angle661,0.0023433797481292,-0.048401832557520764,-0.045991337903373467,426.2212967006309,-327.2145412661194,425.7221318779078,-326.8685396450212,-0.12900236347292982
661,fzf662,5241.5440748865,fzr662,4619.99482365092,ans662,0.0313308581925257,xdot662,28.0,ydot662,-3.63659624072608,r662,0.121252209430656,psi662,0.413578310618894,wheel_angle662,0.0023208043105574,-0.04839123854083307,-0.046003477063360276,426.1232802122063,-327.3051718901092,425.62444857448446,-326.95889174189995,-0.12915545962901345
662,fzf663,5241.4868745634,fzr663,4620.05405933711,ans663,0.0310255517495208,xdot663,28.0,ydot663,-3.64092241739038,r663,0.121248467082799,psi663,0.414790814962738,wheel_angle663,0.002298189018483,-0.04838049168595998,-0.04601550223373533,426.02399642356335,-327.39492614660327,425.52550245446446,-327.04836996625414,-0.1293073998977607
663,fzf664,5241.43061652975,fzr664,4620.11233969735,ans664,0.0307197125136689,xdot664,28.0,ydot664,-3.64521579981985,r664,0.121243572406494,psi664,0.416003276119453,wheel_angle664,0.0022755342602717,-0.048369592902449306,-0.046027413941469454,425.92345344860286,-327.4838075976249,425.42530159728705,-327.1369778725658,-0.1294581824600062
664,fzf665,5241.37530210424,fzr665,4620.16966333269,ans665,0.0304133457370589,xdot665,28.0,ydot665,-3.64947633356339,r665,0.121237527825308,psi665,0.417215682577849,wheel_angle665,0.0022528404249673,-0.048358543096161305,-0.04603921270913212,425.8216593623385,-327.57181977897767,425.3238540435949,-327.2247189891289,-0.129607805532613
665,fzf666,5241.32093254987,fzr666,4620.22602890056,ans666,0.0301064566808391,xdot666,28.0,ydot666,-3.65370396520661,r666,0.121230335787418,psi666,0.4184280228511,wheel_angle666,0.0022301079022844,-0.048347343169290305,-0.046050899054920456,425.71862220110705,-327.6589662004361,425.2211677954452,-327.31159681824033,-0.12975626736840717
666,fzf667,5241.26750907418,fzr667,4620.28143511474,ans667,0.0297990506151267,xdot667,28.0,ydot667,-3.65789864237048,r667,0.121221998765287,psi667,0.419640285476981,wheel_angle667,0.0022073370826019,-0.04833599402038692,-0.046062473492688306,425.6143499628011,-327.7452503459482,425.117250816543,-327.3976148364019,-0.1299035662561128
667,fzf668,5241.21503282929,fzr668,4620.33588074515,ans668,0.0294911328189174,xdot668,28.0,ydot668,-3.66206031370985,r668,0.121212519255329,psi668,0.420852459018111,wheel_angle668,0.0021845283569568,-0.0483244965443803,-0.04607393653197468,425.50885060708595,-327.83067567382034,425.01211103245913,-327.4827764945061,-0.13004970052028222
668,fzf669,5241.16350491212,fzr669,4620.38936461775,ans669,0.0291827085799946,xdot669,28.0,ydot669,-3.66618892891187,r669,0.121201899777585,psi669,0.422064532062192,wheel_angle669,0.0021616821170366,-0.048312851632598526,-0.046085288678032126,425.40213205561565,-327.9152456169104,424.90575633084677,-327.56708521802886,-0.1301946685212234
669,fzf670,5241.1129263645,fzr670,4620.44188561439,ans670,0.0288737831948387,xdot670,28.0,ydot670,-3.6702844386944,r670,0.121190142875395,psi670,0.423276493222245,wheel_angle670,0.0021387987551732,-0.0483010601727905,-0.046096530431854764,425.2942021922526,-327.99896358281376,424.7981945616619,-327.6505444072159,-0.13033846865492665
670,fzf671,5241.06329817332,fzr671,4620.49344267265,ans671,0.0285643619685363,xdot671,28.0,ydot671,-3.67434679480429,r671,0.121177251115062,psi671,0.424488331136837,wheel_angle671,0.0021158786643359,-0.04828912304914653,-0.04610766229020615,425.1850688632801,-328.08183295404837,424.68943353737643,-327.7331574372676,-0.13048109935298707
671,fzf672,5241.01462127069,fzr672,4620.54403478572,ans672,0.0282544502146888,xdot672,28.0,ydot672,-3.67837595001565,r672,0.121163227085532,psi672,0.425700034470313,wheel_angle672,0.0020929222381251,-0.048277041142319496,-0.04611868474564689,425.07473987761966,-328.16385708823935,424.5794810331966,-327.81492765852414,-0.13062255908252704
672,fzf673,5240.96689653414,fzr673,4620.5936610022,ans673,0.0279440532553212,xdot673,28.0,ydot673,-3.68237185812795,r673,0.121148073398061,psi673,0.426911591913019,wheel_angle673,0.0020699298707645,-0.048264815329444044,-0.04612959828656182,424.96322300703554,-328.24503931829685,424.4683447872679,-327.8958583966429,-0.13076284634611268
673,fzf674,5240.92012478673,fzr674,4620.64232042596,ans674,0.0276331764207911,xdot674,28.0,ydot674,-3.68633447396415,r674,0.121131792685888,psi674,0.428122992181523,wheel_angle674,0.0020469019570956,-0.048252446484157996,-0.04614040339718715,424.8505259863508,-328.32538295259576,424.3560325008918,-327.9759529527789,-0.13090195968167148
674,fzf675,5240.87430679726,fzr675,4620.69001221596,ans675,0.0273218250496966,xdot675,28.0,ydot675,-3.6902637533687,r675,0.12111438760391,psi675,0.429334224018835,wheel_angle675,0.0020238388925701,-0.048239935476621434,-0.046151100557637284,424.73665651365116,-328.40489127515156,424.2425518387303,-328.0552146037602,-0.13103989766240579
675,fzf676,5240.82944328045,fzr676,4620.73673558607,ans676,0.0270100044887848,xdot676,28.0,ydot676,-3.69415965320547,r676,0.121095860828348,psi676,0.43054527619462,wheel_angle676,0.0020007410732433,-0.048227283173536396,-0.04616169024393137,424.6216222504928,-328.4835675457933,424.12791042901506,-328.13364660226114,-0.1311766588967037
676,fzf677,5240.78553489709,fzr677,4620.7824898049,ans677,0.0266977200928604,xdot677,28.0,ydot677,-3.69802213135563,r677,0.12107621505643,psi677,0.431756137505412,wheel_angle677,0.0019776088957674,-0.04821449043816631,-0.04617217292801956,424.50543082210373,-328.5614150003364,424.01211586374825,-328.2112521769755,-0.13131224202804884
677,fzf678,5240.74258225429,fzr678,4620.82727419562,ans678,0.0263849772246932,xdot678,28.0,ydot678,-3.70185114671546,r678,0.121055453006056,psi678,0.432966796774818,wheel_angle678,0.0019544427573847,-0.04820155813035512,-0.046182549077809165,424.3880898175928,-328.6384368507522,423.8951756989131,-328.28803453278556,-0.13144664573492718
678,fzf679,5240.70058590561,fzr679,4620.87108813575,ans679,0.0260717812549261,xdot679,28.0,ydot679,-3.70564665919407,r679,0.121033577415478,psi679,0.43417724285373,wheel_angle679,0.0019312430559205,-0.048188487106545774,-0.046192819157190416,424.2696067901414,-328.71463628533434,423.77709745466603,-328.3639968509291,-0.13157986873073155
679,fzf680,5240.6595463513,fzr680,4620.91393105696,ans680,0.0257581375619832,xdot680,28.0,ydot680,-3.70940862971104,r680,0.121010591042973,psi680,0.435387464620519,wheel_angle680,0.0019080101897764,-0.048175278219798855,-0.046202983626062004,424.1499892572075,-328.7900164688624,423.65788861554137,-328.4391422891629,-0.13171190976366312
680,fzf681,5240.6194640385,fzr681,4620.95580244491,ans681,0.0254440515319771,xdot681,28.0,ydot681,-3.71313702019408,r681,0.120986496666518,psi681,0.436597450981241,wheel_angle681,0.0018847445579242,-0.04816193231981181,-0.04621304294035657,424.02924470072986,-328.8645805427698,423.5375566306557,-328.51347398193053,-0.13184276761663388
681,fzf682,5240.58033936143,fzr682,4620.996701839,ans682,0.0251295285586166,xdot682,28.0,ydot682,-3.71683179357649,r682,0.120961297083469,psi682,0.437807190869826,wheel_angle682,0.0018614465598975,-0.04814845025293523,-0.046222997552065666,423.90738056730703,-328.9383316252997,423.41610891388825,-328.5869950405189,-0.13197244110716244
682,fzf683,5240.5421726616,fzr683,4621.03662883217,ans683,0.0248145740431139,xdot683,28.0,ydot683,-3.72049291379467,r683,0.120934995110234,psi683,0.439016673248274,wheel_angle683,0.0018381165957862,-0.04813483286219226,-0.04623284790926467,423.7844042684044,-329.01127281166583,423.293552844088,-328.6597085532183,-0.13210092908727136
683,fzf684,5240.50496422806,fzr684,4621.07558307072,ans684,0.024499193394092,xdot684,28.0,ydot684,-3.72412034578548,r684,0.120907593581955,psi684,0.440225887106845,wheel_angle684,0.001814755066229,-0.048121080987295305,-0.04624259445613739,423.66032318054175,-329.08340717421083,423.169895765262,-328.73161758548144,-0.1322282304433799
684,fzf685,5240.46871429761,fzr685,4621.11356425402,ans685,0.0241833920274919,xdot685,28.0,ydot685,-3.72771405548359,r685,0.120879095352186,psi685,0.44143482146424,wheel_angle685,0.0017913623724068,-0.04810719546466375,-0.04625223763300047,423.535144645486,-329.15473776255646,423.0451449867687,-328.80272518007376,-0.1323543440961962
685,fzf686,5240.43342305499,fzr686,4621.15057213438,ans686,0.0238671753664791,xdot686,28.0,ydot686,-3.73127400981876,r686,0.120849503292571,psi686,0.442643465367787,wheel_angle686,0.0017679389160354,-0.048093177127440705,-0.04626177787632758,423.40887597043405,-329.2252676037629,422.91930778350115,-328.87303435723237,-0.13247926900060766
686,fzf687,5240.39909063316,fzr687,4621.18660651671,ans687,0.0235505488413513,xdot687,28.0,ydot687,-3.73480017671301,r687,0.120818820292527,psi687,0.443851807893621,wheel_angle687,0.0017444850993593,-0.048079026805510336,-0.04627121561877323,423.2815244282078,-329.29499970247133,422.792391396083,-328.94254811480874,-0.13260300414556697
687,fzf688,5240.36571711352,fzr688,4621.22166725841,ans688,0.0232335178894443,xdot688,28.0,ydot688,-3.73829252507779,r688,0.120787049258923,psi688,0.445059838146857,wheel_angle688,0.001721001325144,-0.04806474532551385,-0.04628055128919663,423.1530972574334,-329.3639370410614,422.66440303104787,-329.01126942842683,-0.1327255485539791
688,fzf689,5240.33330252612,fzr689,4621.25575426902,ans689,0.0229160879550393,xdot689,28.0,ydot689,-3.74175102481103,r689,0.120754193115765,psi689,0.446267545261766,wheel_angle689,0.0016974879966695,-0.04805033351086615,-0.046289785312684954,423.02360166272416,-329.4320825797893,422.53534986102324,-329.0792012516205,-0.13284690128258375
689,fzf690,5240.30184684996,fzr690,4621.28886751006,ans690,0.0225982644892688,xdot690,28.0,ydot690,-3.74517564679418,r690,0.120720254803882,psi690,0.447474918401942,wheel_angle690,0.0016739455177236,-0.04803579218177222,-0.04629891811057674,422.89304481487034,-329.499439256939,422.4052390249201,-329.146346515985,-0.13296706142183778
690,fzf691,5240.27135001317,fzr691,4621.32100699474,ans691,0.0222800529500235,xdot691,28.0,ydot691,-3.74856636288916,r691,0.120685237280606,psi691,0.44868194676047,wheel_angle691,0.0016503742925942,-0.04802112215524231,-0.046307950100484795,422.76143385100625,-329.5660099889612,422.27407762810134,-329.2127081313162,-0.13308602809579478
691,fzf692,5240.24181189331,fzr692,4621.35217278773,ans692,0.0219614588018584,xdot692,28.0,ydot692,-3.75192314593526,r692,0.12064914351946,psi692,0.449888619560092,wheel_angle692,0.0016267747260635,-0.04800632424510866,-0.04631688169631911,422.6287758748036,-329.63179767061627,422.1418727425751,-329.2782889857535,-0.13320380046198307
692,fzf693,5240.21323231763,fzr693,4621.3823650049,ans693,0.0216424875158988,xdot693,28.0,ydot693,-3.75524596974597,r693,0.120611976509849,psi693,0.451094926053363,wheel_angle693,0.0016031472233998,-0.04799139926203969,-0.046325713308309265,422.49507795663664,-329.6968051751116,422.00863140716064,-329.3430919459169,-0.13332037771128136
693,fzf694,5240.18561106328,fzr694,4621.41158381306,ans694,0.0213231445697466,xdot694,28.0,ydot694,-3.75853480910575,r694,0.120573739256745,psi694,0.452300855522809,wheel_angle694,0.0015794921903516,-0.047976348013556235,-0.04633444534302683,422.36034713376296,-329.76103535423863,421.87436062766955,-329.4071198570446,-0.13343575906779237
694,fzf695,5240.15894785762,fzr695,4621.43982942972,ans695,0.021003435447386,xdot695,28.0,ydot695,-3.76178963976677,r695,0.120534434780377,psi695,0.453506397281085,wheel_angle695,0.0015558100331396,-0.04796117130404551,-0.04634307820340751,422.22459041049194,-329.82449103850973,421.73906737707455,-329.4703755431295,-0.13354994378871618
695,fzf696,5240.13324237846,fzr696,4621.46710212278,ans696,0.0206833656390896,xdot696,28.0,ydot696,-3.76501043844557,r696,0.120494066115925,psi696,0.454711540671122,wheel_angle696,0.0015321011584511,-0.047945869934777216,-0.046351612288773034,422.08781475836645,-329.88717503728833,421.60275859569197,-329.53286180704947,-0.13366293116422015
696,fzf697,5240.10849425434,fzr697,4621.49340221032,ans697,0.0203629406413237,xdot697,28.0,ydot697,-3.76819718281966,r697,0.120452636313211,psi697,0.455916275066275,wheel_angle697,0.0015083659734314,-0.04793044470391643,-0.04636004799485279,421.95002711631906,-329.9490901389235,421.46544119133813,-329.59458143070225,-0.13377472051730774
697,fzf698,5240.08470306479,fzr698,4621.51873006029,ans698,0.0200421659566545,xdot698,28.0,ydot698,-3.77134985152409,r698,0.120410148436393,psi698,0.457120589870471,wheel_angle698,0.0014846048856781,-0.04791489640653918,-0.046368385713805416,421.81123439085127,-330.010239110878,421.3271220395093,-329.65553717513313,-0.13388531120368585
698,fzf699,5240.06186834064,fzr699,4621.54308609023,ans699,0.0197210470936529,xdot699,28.0,ydot699,-3.77446842414792,r699,0.120366605563664,psi699,0.458324474518348,wheel_angle699,0.0014608183032335,-0.04789922583464591,-0.046376625834239835,421.67144345619704,-330.0706246998539,421.18780798354544,-329.71573178066086,-0.13399470261162924
699,fzf700,5240.03998956426,fzr700,4621.56647076703,ans700,0.0193995895668006,xdot700,28.0,ydot700,-3.77755288123071,r700,0.120322010786943,psi700,0.459527918475396,wheel_angle700,0.0014370066345778,-0.0478834337771756,-0.04638476874123656,421.53066115448763,-330.1302496319235,421.04750583479563,-329.77516796700854,-0.1341028941618459
700,fzf701,5240.01906616986,fzr701,4621.5888846066,ans701,0.0190777988963949,xdot701,28.0,ydot701,-3.78060320425887,r701,0.120276367211581,psi701,0.46073091123809,wheel_angle701,0.0014131702886218,-0.04786752102001899,-0.04639281481636829,421.3888942959125,-330.1891166126477,420.90622237277915,-329.833848433422,-0.13420988530733724
701,fzf702,5239.99909754379,fzr702,4621.61032817362,ans702,0.0187556806084542,xdot702,28.0,ydot702,-3.78361937566203,r702,0.120229677956057,psi702,0.461933442334026,wheel_angle702,0.0013893096747003,-0.04785148834603253,-0.04640076443772066,421.24614965888725,-330.2472283272023,420.7639643453544,-329.8917758587962,-0.1343156755332599
702,fzf703,5239.98008302478,fzr703,4621.63080208125,ans703,0.0184332402346228,xdot703,28.0,ydot703,-3.78660137880931,r703,0.12018194615168,psi703,0.463135501322047,wheel_angle703,0.0013654252025646,-0.047835336535050996,-0.046408617979912595,421.1024339902041,-330.30458744049815,420.62073846886904,-329.9489529017953,-0.13442026435678356
703,fzf704,5239.96202190431,fzr704,4621.65030699081,ans704,0.0181104833120762,xdot704,28.0,ydot704,-3.78954919800558,r704,0.120133174942296,psi704,0.464337077792374,wheel_angle704,0.0013415172823759,-0.04781906636390104,-0.04641637581411656,420.9577540052024,-330.36119659729746,420.47655142833156,-330.00538220096917,-0.1345236513269492
704,fzf705,5239.94491342684,fzr705,4621.66884361151,ans705,0.0177874153834259,xdot705,28.0,ydot705,-3.79246281848763,r705,0.120083367483988,psi705,0.465538161366728,wheel_angle705,0.0013175863246981,-0.047802678606413684,-0.046424038308078494,420.8121163879171,-330.4170584223333,420.3314098775599,-330.0610663748727,-0.1346258360245241
705,fzf706,5239.92875679012,fzr706,4621.68641270016,ans706,0.0174640419966243,xdot706,28.0,ydot706,-3.79534222642033,r706,0.120032526944791,psi706,0.46673874169845,wheel_angle706,0.0012936327404907,-0.047786174033436886,-0.046431605826137604,420.6655277912359,-330.47217552042497,420.1853204393387,-330.11600802218146,-0.13472681806185663
706,fzf707,5239.91355114553,fzr707,4621.70301506083,ans707,0.0171403687048691,xdot707,28.0,ydot707,-3.7981874088927,r707,0.119980656504393,psi707,0.467938808472619,wheel_angle707,0.0012696569411014,-0.047769553412847526,-0.046439078729246006,420.5179948370519,-330.52655047658936,420.0382897055729,-330.17020972180285,-0.1348265970827284
707,fzf708,5239.89929559831,fzr708,4621.7186515446,ans708,0.0168164010665085,xdot708,28.0,ydot708,-3.800998353914,r708,0.119927759353849,psi708,0.469138351406169,wheel_angle708,0.0012456593382598,-0.04775281750956438,-0.0464464573749881,420.3695241164178,-330.58018585615673,419.8903242374418,-330.2236740329919,-0.13492517276220714
708,fzf709,5239.88598920796,fzr709,4621.73332304922,ans709,0.0164921446449451,xdot709,28.0,ydot709,-3.80377505040968,r709,0.119873838695296,psi709,0.470337360248001,wheel_angle709,0.00122164034407,-0.0477359670855596,-0.04645374211759968,420.22012218969894,-330.633084204878,419.74143056555295,-330.27640349545896,-0.13502254480649475
709,fzf710,5239.87363098846,fzr710,4621.7470305188,ans710,0.016167605008541,xdot710,28.0,ydot710,-3.80651748821737,r710,0.119818897741663,psi710,0.471535824779091,wheel_angle710,0.001197600371003,-0.04771900289987004,-0.046460933307987014,420.0697955867126,-330.68524804903427,419.5916151900813,-330.3284006294787,-0.13511871295277744
710,fzf711,5239.86221990864,fzr711,4621.75977494353,ans711,0.0158427877305217,xdot711,28.0,ydot711,-3.80922565808278,r711,0.119762939716391,psi711,0.472733734812595,wheel_angle711,0.0011735398318905,-0.047701925708609615,-0.04646803129374557,419.9185508068861,-330.7366798955456,419.4408845809282,-330.3796679359993,-0.13521367696907222
711,fzf712,5239.85175489244,fzr712,4621.77155735933,ans712,0.0155176983888804,xdot712,28.0,ydot712,-3.81189955165555,r712,0.119705967853147,psi712,0.473931080193957,wheel_angle712,0.001149459139917,-0.04768473626497977,-0.04647503641917862,419.7663943193909,-330.787382232074,419.28924517785504,-330.43020789674534,-0.13530743665407255
